yng	ய்ங்
zanten	வந்தென்
zantel	கந்தெல்
zanoni	அந்தொனி
zannuti	அனுதி
zannini	அணினி
zannas	வன்னஸ்
zankov	அன்கோவ்
zankel	ஆன்கெல்
zanjan	அனுஜன்
zanjani	அஜனி
zangnan	அண்ணண்
zangids	அனிடஸ்
zanfini	அணினி
zanetti	நெத்தி
zanesi	அனெஸ்லி
zandra	அண்டரப்
zandia	அண்டிய
zanden	ஆன்டென்
zancada	அன்சா
zanasi	மனஸி
zañartu	ஆர்து
zanardi	ஆர்டி
zanana	சனன
zanagar	அனார்
zamrak	அமரக்
zampino	அமினொ
zampese	அம்பே
zampanò	அம்பன்
zamorin	மொரின்
zamoras	அம்ரஸ்
zamogoy	அமோய்
zammit	அம்மைத்
zamiyah	அமிய
zamira	தமிர
zamina	அமினா
zamfir	அம்ஃபிரி
zamfara	அமர
zameen	அட்மேன்
zamata	அமர்த
zamarra	மற்ர
zamalek	மலெக்
zamagni	அமணி
zaloom	அலோம்ப்
zalmen	ஐல்மென்
zalman	சல்மன்
zalmai	அல்மடி
Žalimas	ஐமஸ்
Žalica	அலிசன்
zaldapa	அல்டா
zalata	அலாத
zalando	அலண்ட்
zakura	அகுரா
zakumi	அல்குமி
zakros	அக்ரோஸ்
zakonik	கொனிக்
zakhara	அகர
zakavia	அகவி
zakarya	ஆர்ய
zakari	அகஎரி
zakaria	அகர
zakalwe	அகலெ
zaiyuan	ஐயன்
zaitian	ஐதன்
zaisan	தைஸன்
zairil	சைரில்
zainul	அமினுல்
zainal	ஐனால்
zaimis	கைமிஸ்
zaidis	ஐஸ்டிஸ்
zaidin	அவிடின்
zaidan	ஐடான்
zaidal	ஐடால்
zahran	சஹ்ரன்
zahrani	அரணி
zahoor	பஹோர்
zahiri	அஹிரின்
zahiris	ஐரிஸ்
zahidi	தஹிடி
zaheer	அஹேரி
zaharra	ஆற்ற
zahari	கஹரி
zahara	தஹர
zafran	அஃப்ரான்
zafarin	ஆறின்
zadran	அட்ரைன்
zadrans	அட்ரஸ்
zadrani	அரணி
zadara	அட்சர
zaccaro	அச்சர்
zacaria	அசர
zacapa	அசாப
zabarma	ஆர்ம
zaballa	ஆல்ல
zabalam	ஆளம்
zabadka	ாடக
zaarour	ஆருர்
zaanse	லான்ஸெ
zaanen	ஆனேன்
zaafir	காஃபிர்
yzerman	எர்மன்
yvette	வெத்தெல்
yverdon	வெர்டன்
yveline	வெலின்
yvaine	வைனே
yuvalim	வளிம்
yutika	உதிக்க
yutian	உதிதன்
yutani	முதனி
yutang	உத்தங்
yustaga	உஸ்தா
yussri	குஷ்ரி
yurran	குர்ரன்
yurong	ஜுரொங்
yuroks	புரொக்ஸ்
yurman	சுர்மன்
yurmala	உறழ
yurika	உரிகம்
yuping	ஃபுபிங்
yupiks	யுபிக்ஸ்
yunques	யூஎஸ்
yunkai	உங்கை
yundun	குண்டுன்
yumuri	சுமுரி
yumura	குமுற
yuming	வுமிங்
yumika	உமிகள்
yumaist	உமைத்
yulupa	உலுப்ப
yulong	புலொங்
yuling	சுலிங்
yulian	உழியன்
yulania	உளன
yukumi	சுகுமி
yuknoom	க்னோம்
yukiya	உக்கிய
yukimi	சுகிமி
yujjan	உஜ்ஜைன்
yujees	உஜேஷ்
yuhuan	உஹுவன்
yuhara	முஹற
yudkin	குடகின்
yuding	புடிங்
yucutan	சுதன்
yuccae	யுச்சே
yucata	உசந்த
yucatan	சதன்
yucaipa	சைப
yuanyin	அன்யின்
yuanyan	அன்யன்
yuaikai	ஐகை
ytsejam	தெஜம்
yselda	ஸெல்டா
yovlan	ஜொவ்லன்
yovimpa	விம்ப
youpon	ஒடுபொன்
youman	ஒருமன்
youmans	உமன்ஸ்
yoskar	ஒஸ்கார்
yoshiya	ஒஹிய
yorrick	ஒற்றிக்
yorkin	ஒர்க்ஸின்
yorkina	ஒரின
yorkana	ஒர்கன்
yoriyas	ஒரிய
yoplait	ப்ளைத்
yoowhoo	ஓஹோ
yooper	கோபெர்
yoolka	ஓல்கா
yoo-hoo	ஓஹோ
yoodle	ஓட்லே
yontan	பொந்தன்
yonkman	ஒண்கண்
yongju	தொங்ஜு
yongden	ஒன்டென்
yongan	ஒங்கன்
yondan	யோன்டன்
yonaka	ஒன்றக‌
yonadam	ஒனாம்
yomitan	மிதன்
yolkina	ஒல்கின்
yolkian	ஒல்கின்
yoland	கொலண்ட்
yoheved	ஹெவெட்
yohance	ஹன்செ
yohana	ஓஹன
yodong	ஒன்டொங்
yoakira	அகிர
yoakam	ஒலகம்
ynnari	இந்நரி
ynitia	நிதிய
yngvar	இங்வர்
ynglis	இங்லிஸ்
ynares	நரேஸ்
ylling	லிலிங்
yllana	உள்ளன
ylfings	லிங்ஸ்
ylaruam	ளரும்
ykenai	கெனடி
yithian	இத்ஹன்
yisser	ஃபிஷெர்
yissar	ஃபிஸ்ஸர்
yirang	திறங்
yiping	சிபிங்
yipdaat	இபாத்
yintang	இனங்
yinjing	இன்ஜின்
yining	ஜினிங்
yinhan	ஜின்ஹன்
yinhang	இனங்
yingyu	மிங்யு
yingpu	திங்பு
yingpan	இன்பந்
yingli	யிங்லி
yingji	சிங்ஜி
yingjin	இன்ஜின்
yimpas	லிம்பஸ்
yiling	பிளிங்
yilian	இலினன்
yiliang	இளங்
yikuan	இகுசன்
yijing	யிஜிங்
yifeng	சிஃபெங்
yiannis	இன்னிஸ்
yevanic	வணிச்
yeutta	எழுத்த
yetzira	எதிர
yetter	பெத்தெர்
yetsira	எதிர
yesler	வெஸ்லெர்
yesevi	எஸ்எல்வி
yerves	பெர்வெஸ்
yersin	எர்ஸ்கின்
yerrid	ஏற்றிட
yerrabi	எற்றை
yermiya	எறிய
yerkey	செர்கெய்
yerine	எரிநெய்
yerian	எரியன்
yereven	ஏவென்
yerdon	பெர்டொன்
yerava	எரவன்
yeravas	எராஸ்
yeprem	எப்ரேம்
yeppoon	எப்போ
yeovil	எடொவில்
yen-tai	எந்தை
yensan	ஜென்ஸன்
yennora	என்ன்ற
yenlaa	கென்லா
yenice	எனிசே
yengun	எங்குந்
yengal	எங்தல்
yenesei	என்ஏஇ
yendor	என்டொர்க்
yendaka	என்டா
yemisi	எமிஷி
yemini	எம்ரினி
yemans	லெமன்ஸ்
yemane	எமனே
yeltin	எழுதின்
yeller	தெல்லெர்
yelick	எலிசிக்
yelena	எலெனா
yeldham	எல்ஹம்
yelang	தெலங்
yelana	எலந்த
yelagin	எலைன்
yekarim	கரிம்
yee-lan	ஏலன்
yeeees	எஸ்ஏஎஸ்
yedder	பெட்டெர்
yedayah	எடாஹ்
yedaiah	எடாஹ்
ydanis	டானிஸ்
yayati	லயதி
yavaros	அவர்ஸ்
yavapai	அவாி
yavansa	அவன
yavanas	ஆனஸ்
yatuta	அதுதா
yatrin	அதிரின்
yatpan	அதிபன்
yatooma	தோம
yatong	கதொங்
yatkeen	அகேன்
yatima	அதிமா
yathar	நத்ஹர்
yateras	தெரஸ்
yatahay	அதாய்
yatağan	அதான்
yasuaki	அஸுகி
yassmin	அஸ்மின்
yassir	தஷிர்
yassine	அஷின்
yassaba	அஷா
yasnaya	அனய
yasnas	அஸினஸ்
yasmine	அஸ்மின்
yasmien	அஸ்மின்
yaskawa	அஸ்கா
yasiin	அஸியின்
yashpal	அஸ்பல்
yashas	யஶஸ்
yarsan	தர்ஸன்
yarris	மர்ரிஸ்
yarrawa	அர்ரா
yarmuk	சர்முக்
yarman	பர்மன்
yarloo	பர்லோ
yarkon	அர்கோன்
yarker	பர்கெர்
yarises	அரிஷ்
yaring	ஐரிங்
yarico	அரிசொல்
yardmen	அர்டென்
yardin	கர்டின்
yardena	அர்டென்
yarckin	அர்கின்
yaramaz	அறம
yaraldi	அரளி
yarala	வரல
yaracuy	அரசு‍
yappapi	அப்பை
yapoos	அப்ரோஸ்
yaping	அப்லிங்
yaoland	அலண்ட்
yanyun	கன்யுன்
yanyuan	அன்யன்
yantis	அந்தீஸ்
yantic	தந்திச்
yantian	அந்தண்
yanping	அன்பின்
yanopol	அனோல்
yannis	ஜன்னிஸ்
yannes	அன்னெஸ்ட்
yanner	அந்நேர்
yanmen	வன்மென்
yanmar	அனுமர்
yanlai	அனலை
yankul	அனுகுல்
yankov	அன்கோவ்
yankey	அன்கெய்ன்
yankel	ஆன்கெல்
yankai	அங்கை
yanjun	பந்ஜுன்
yanjin	பன்ஜின்
yanjaa	மன்ஜா
yanitza	அனித
yanina	ஆணின
yanick	அனிசிக்
yangus	அங்குஸ்
yangtai	அந்தை
yangoon	அனோன்
yangla	அங்லா
yanghee	அன்ஹே
yangdu	வங்டு
yangdi	அங்க்டி
yangcun	அன்சுன்
yaneura	அனுர
yanen	யானென
yandra	அண்டரப்
yandjip	அண்டிப்
yandera	அண்டெர்
yanden	ஆன்டென்
yandel	மண்டெல்
yandang	அண்டங்
yancey	நன்செய்
yancai	ஆன்சை
yanbaru	அனரு
yanatsu	அனது
yanami	அனமின்
yanaki	கனகி
yanaka	வனக
yampell	அம்பெல்
yamnaya	அனய
yamiki	நமிகி
yameen	அட்மேன்
yamata	அமர்த
yamasee	மஸே
yamano	அமனோ
yamanis	மனிஸ்
yámanas	மனஸ்
yamaka	மமக
yamaji	அம்மஜி
yamaha	நமஹ
yamada	அமடா
yalung	ஆளுங்
yalong	அலோங்
yalman	சல்மன்
yallop	கல்லொப்
yalkut	அழகுத்
yalding	அலிங்
yalata	அலாத
yakutia	அகுதி
yakutat	குதத்
yakuma	ஆகும
yaksum	மக்ஸும்
yaksmas	அக்ஸஸ்
yakshas	அக்ஸஸ்
yakima	மகிம
yakimas	ஐமஸ்
yakici	மகிசி
yakhung	அகுங்
yakhin	தக்ஹின்
yakata	மகத
yakatat	ஆதத்
yakari	அகஎரி
yakans	அகன்ஸ்ட்
yakami	அகடமி
yakama	ஆகம
yakamas	அகாஸ்
yajooj	அஜோஜி
yajmana	அமண
yahtzee	அஃதே
yahoos	அஹோம்ஸ்
yahiya	ஆஹிய
yahata	ஜஹத
yahara	தஹர
yafran	அஃப்ரான்
yadkin	படகின்
yadira	அடிரௌ
yading	ஆடிங்
yadidya	அடிய
yadavan	ஆவன்
yacuma	அசுமா
yachini	அசினி
yaangna	ஆன்ன
yaanga	ஆங்க
yaalon	ஆலோன்
yaakov	யாகொவ்
xymelin	மெலிந்
xutian	உதிதன்
xurmatu	உமது
xulnal	உடல்நல்
xueyin	உசெயின்
xubuntu	ஊந்து
xuanyan	அன்யன்
xuantu	உகந்து
xuandu	உபண்டு
xtralis	தலிஸ்
xterra	தேற்ற
xtatik	தத்சிக்
xtatic	தந்திச்
xtampak	தமக்
xprint	ப்ரிந்து
x-press	ப்ரெஷ்
xplora	ப்ளோர
xperia	பெரிய
xpelair	பெழர்
xornal	ஒருநள்
xoriat	ஒரியத்
xonotic	நொதிச்
xiying	சியிங்
xivaro	இவரோ
xiulin	இனுலின்
xirong	கிரொங்
xiping	சிபிங்
xinyong	இயொங்
xinyin	இஞ்சின்
xinyang	இயங்
xinkai	பின்கை
xinjing	இன்ஜின்
xinjian	இன்ஜின்
xiniuyu	இனியு
xining	ஜினிங்
xingmin	இன்மின்
xingang	இனங்
xinfang	இனங்
xinchen	இன்சென்
xincai	இன்சைட்
ximian	இமிசன்
ximeng	சிமெங்
ximena	இடமென
xiling	பிளிங்
xilian	இலினன்
xijing	யிஜிங்
xieyang	இயங்
xiayang	இயங்
xiandi	இரண்டி
xiaman	இயமன்
xialing	அலிங்
xiacai	இளசை
xhindi	ஹிண்ட்லி
xhevar	ஹெவ்னர்
xhemal	ஹேமல்
xhelal	ஹெல்சல்
xerula	எறுழம்
xerses	மெர்ஸெஸ்
xerneas	எர்னஸ்
xentrum	என்று‍ம்
