yoka	โยคะ
stipan	ติดพัน
stipak	ที่พัก
stinnet	ทิเนท
stinkor	ทินกร
stichel	ทเชล
stibich	ทีช
sthawar	ทหาร
stewer	เทเวศร์
sterry	เตร์เรย์
sterret	เตร์เร
sterren	เตร์เร
sternin	ธรณิน
sterne	เทอร์เนต
sterki	เตอร์กี
sterchi	เทรช
sterbos	เทอร์โบ
stepun	เทปูน
stepien	เทพิน
stephin	เทพิน
stelloh	เตลโล
stellio	เตลโล
stellet	เทลเล
stelida	เตลิด
steklov	เทคโล
steiro	เทิลร็
steinig	เถิง
steingo	เถิง
steinès	เตินส์
steines	เตินส์
steijns	เตินส์
steffi	เตฟฟี
steffen	เอฟเฟน
steding	เถิง
steckii	เตกี
stayton	ทอะธอน
stawley	ตอะเวย์
stawell	ท์เวลล์
stavang	ทาง
staulen	ทะเล้น
statton	ทอะธอน
statom	ถาโถม
stasyna	ทัศนะ
stastna	ทัศนะ
staron	ตัดรอน
starna	ธารณั
staraya	ต้ายั
starane	ตาเน
stanton	ทอะธอน
stanke	ตังเก
stange	ตังเม
standen	ตอันเด
standel	ตอันเด
stanari	ธาริ
stanard	ตาร์ด
stampii	ถัมภิ
štampa	ทำไพ่
stampa	ทำไพ่
stamos	ทำโทษ
stamler	ทำเล
stamity	ต่ำต้อย
stamile	ทำเล
stambul	ตำบล
stamaty	ต่ำต้อย
stamati	ฐาธิ
stamata	ทาฐะ
stallen	ทะเล้น
stalken	ทะเล้น
stalens	ทะเล้น
stalden	ทะเล้น
stalam	ทอัลบัม
stakar	ตะไคร้
stahel	ตาเหล่
staewen	ตะเวน
staende	ตอันเด
stadon	ตัดรอน
stadlen	ทะเล้น
stadin	ใต้ดิน
stachy	ตาจญ์
stache	ตาเช
stachel	ทเชล
stabin	ตะบิ้ง
stabekk	แตกคอ
staatse	ตาตส์
staate	ถ่ายเท
staaken	ตาเข
staadts	ตาตส์
srenis	เรนดิส
sredets	เรเดส
sravaka	รากั
sranan	กระนั้น
sraffa	รัฟฟา
spycher	พเชร
sprotte	พฤทเธ
sproing	พริ้ง
springe	พริ้ง
spreng	พรึง
sprawy	ประมวญ
spratt	ปรมัตถ์
sprange	ปรัง
sprake	ประเคน
spraker	พระกร
sportu	ปอร์ตู
sporto	โปรตอน
sportiv	ปอร์ติ
sportic	ปอร์ติ
sporta	พอร์ทัล
sporrer	ปอร์เร
sporkin	โภคิน
spöring	พริ้ง
spongia	โปงิ
spolok	ปอกลอก
splavar	พลาร์
spitta	พิตต้า
spittal	พิทัล
spitama	ปิตา
spitale	พิทัล
spitak	พิทักษ์
spissa	พิซซ่า
spiroid	พิรอด
spiring	พริ้ง
spirgel	พิเรล
spinna	ปกิณณะ
spinka	ปกิณกะ
spicher	พเชร
sperlin	เพลิน
spering	พริ้ง
spenner	เปนเน
spemann	ปมันน์
spelvin	เพลิน
spelonk	เป็นก
spedan	เพดาน
spechi	เผชิญ
speairs	ไปร์ซ
spawell	ปเวลล์
spatola	พะโต๊ะ
spatika	ปฏิฆะ
spatii	ไพที
spartam	ปะรำ
sparham	ปะรำ
spanton	พันธน
spantax	พันธะ
spaning	ไปง์
spalda	พัลดัล
spalart	ภารต
spahan	ปะหัง
spaeth	แพตช์
spadea	นพะเด๊ะ
spadare	ปาเร
spaarne	อาร์เน
sowell	ออร์เวลล์
sowells	เวลลส์
sorres	ทอร์เรส
sorrell	อร์เรลล์
soroff	ออร์ลอฟฟ์
sorken	ออร์แกน
sørkapp	รกัปป
sorens	โลเรนซ์
sorenen	เรเนน
sorell	ออร์เวลล์
sorello	เรลโล
sorcha	ทอร์ชั่
sopwell	ปเวลล์
sopper	คอปเปอร์
sopolis	โปลิส
sopatna	พัฒนะ
sonner	คอนเนอร์
sonhar	โซนาร์
songer	อองเดร
sondel	ล็นเดล
somino	โดมิโน
soloff	ออร์ลอฟฟ์
solley	วอลเล่ย์
solbar	ออลไบร
sokman	โมกมัน
sokichi	กิจิ๋
sohyang	หยัง
sofidel	ฟิเดล
soferim	เสริม
soetens	เอเธนส์
sodmann	ดมันน์
sochava	โอชา
sobelle	เบลเล
sobantu	บัณฑุ
snurks	อนุรักษ์
snowdon	โนว็อน
snellen	เนลเล
snechta	เนชั่
snapana	นานั
snaafi	นาฟี
smrti	สัมฤทธิ์
smorfia	มอร์ฟิ
s-model	โมเดล
smither	มิเตอร์
smillie	มิลเล
smerch	เมิร์จ
šmeral	เมร์กัล
smekal	เมร์กัล
smedly	เมดเลย์
smärta	สมฤทัย
smaraka	มากั
småland	มลันด์
smáland	มลันด์
slowes	ลอว์เลส
slotkin	ล็อกอิน
slongha	โลงั
slocan	โลชั่น
slingin	ลินิน
sleying	เลิ้ง
slesser	เลเซอร์
slemani	เลไม
sleacht	เลชท์
slayana	ลานั
slavena	แลนั
slatkin	ละติน
slatino	ละติน
slatina	ละติน
slarch	ลาร์จ
slapes	ไลเปส
slaman	ละมาน
slalely	ละเลย
slainte	ลันเต
slainge	ไลง์
slaikeu	ไลเค
slagle	ลังเล
skywest	ยเวสต์
skyring	กริ่ง
skyland	กลันด์
skreng	ขอแรง
skreen	ครืน
skrami	กรามิ
skrain	กระถิน
skouras	คอรัส
skottie	คอตทิ
skotsko	คอตสค์
skorpa	คอร์พัส
skorka	โครคัส
skorich	กริช
skopas	คอร์พัส
skolts	คอลทัส
skólinn	กลินน์
skolen	โกลเด้น
sknitch	กนิช
sklinna	กลินน์
sklare	กลาเร
skjomen	โกเมน
skitch	กลิตช์
skinder	คินเด
skillen	กิเลน
skiffe	คีฟเฟ่
skibell	กิเบล
skiæren	คิเรน
skewes	เคลเวอส์
sketcho	เคโช
skeron	แกร็น
skerne	เคอร์เนล
skeping	กปิง
skeirôn	เคิร์น
skecher	เขจร
skawina	ใขณะ
skavlan	กะลัน
skavala	กาลั
skatta	กัตต้า
skatch	แคตช์
skarne	คาร์เน่
skappel	คัปเป
skapara	การั
skanke	กนั้นเค
skander	อันเดอร์
skanda	กันได
skambha	กัมบะ
skalski	กัลกิ
skaller	กัลเล
skalka	กัลกัต
skalich	กลิช
skales	อกับเลส
skalden	กัลเด
skalba	กอัลบัม
skaland	กลันด์
skakane	กาเน
skainan	ใขณะ
skaarup	คาร์พ
siyaad	ริยาด
siviter	อีเทอร์
sitwell	ท์เวลล์
sitches	ท์เชส
sitamma	ธัมมะ
sitaara	ธารั
sisang	ทิสัง
sirente	อิเรเน
sireni	ไซเรน
sirenen	เรเนน
sirenas	เรนัส
sirenas	เรนัส
sirach	วิรัช
sippin	ปิ๊ปปิ้น
sintra	อินทรา
sinkins	นกินส์
sinites	นิเทศ
singye	ซิงเย
singtel	อินเทล
singson	องซ็อน
singora	อิงอร
singman	งมัน
singko	บิงโก
singha	สิงหั
singhal	งฮัล
sineru	สิเนรุ
sinding	อนดิ้ง
simkins	มกินส์
simeray	เมรัย
simeons	เม็นส์
silpas	ริลภัส
sillunu	อิลลู
sillem	วิลเลม
sillars	อิลลัส
silings	ลิ่งส
silfer	วิลเฟร
sikking	กกิ้ง
sikkim	สิกขิม
sikitsi	ศีติ
sikinde	คินเด
sihing	ทิหิง
sifichi	ฟิจิ
siffin	ริฟฟิน
siddim	ริดดิม
siddel	ริดเดล
sichot	พิจ็อต
sicheng	เฉ่ง
sichan	วิชั่น
siberil	เบริล
sibelle	เบลเล
shuwang	หวั่ง
shurai	จุไร
shunan	หุนหัน
shunaam	หนาม
shumeng	ฮึง
shuheng	ฮึง
shtrang	ตรัง‎
shristi	หฤษฏิ์
shrake	จระเข้
shprach	ปรัช
showan	หอวัง
shoshin	โห้หิ้น
shonte	ฮ่องเต้
shondor	ฮอนโด
shonda	ฮอนด้า
shonas	โฌนัส
sholtis	โฮลทซ์
sholmes	โฮล์มส
sholing	หลิ่ง
sholam	หมอลำ
shokun	โชกุน
shokhin	โห้หิ้น
shmitt	ชมิตต์
shlokam	หอคำ
shleser	เลเซอร์
shlayan	หลาน
shlach	ชลัช
shiying	หยิ่ง
shiyang	หยัง
shitta	จิตตั
shitaya	หิธา
shitara	หิธา
shitai	จิไธ
shirwan	หิรัณ
shirvan	หิรัณ
shirane	หิรัณ
shipiro	ฮีโร่
shinran	หิรัณ
shingu	ชิงุ
shingi	ชิงิ
shingas	ฮิงซ์
shinchō	ฮินจ์
shinchi	ฮินจ์
shimas	ฮิวมัส
shiling	หลิ่ง
shiira	ชีระ
shiina	จีนั
shigino	ฮีน็
shider	ไฮเดร
sherts	เฮิร์ตส
sheren	เชเรน
sheraka	เหรา
shenist	เฮิสต์
shendi	แฮนดิ
shenchi	เฮนช์
shemʿon	เหม็น
shemona	เหม็น
shemaya	เหมา
sheman	เหมันต์
sheltie	เหลเถ
sheltem	เหลเถ
shelee	เหลือ
shelden	เฮลเด
shelat	เฮไลต์
shelama	เหลา
shekaki	เฮะกิ
shehata	เฮฮา
shehaka	เฮฮา
shedden	เฮดเด
shayna	หายนะ
shayam	ฮัยษัม
shawon	หัวนอน
shawno	หัวนอน
shawna	หัวน้ำ
shawki	หัวคิด
shawend	แฮนด์
shawan	หัวพัน
shasun	หัวซุน
sharits	ไฮตส์
sharawa	หาวั
sharama	ฮามั
shaqawa	หาวั
shapiro	ไฮร็
shapey	หับเผย
shapard	ฮาร์ด
shaoang	ห้าง
shantui	ฮันทิ
shanthi	ฮันทิ
shanta	ฉันทะ
shantae	ฮั่นแ
shanson	ฮันซ็
shanon	หัวนอน
shanne	ฮันเนส
shangy	จะงอย
shangyi	ฮะงิ
shangri	ฮะงิ
shangli	ฮะงิ
shanghe	หันเห
shange	ฮังเล
shangdi	ฮะงิ
shanes	ไฮเนส
shanel	ฮันเดล
shandi	แฮนดิ
shander	อันเดอร์
shanars	ฮาร์ส
shanan	ฉะนั้น
shanab	จันอับ
shamra	ชำระ
shamong	หม่อง
shamni	ชำนิ
shamela	แหละ
shalmar	อัลมัร
shaline	ไฮเน
shakku	จักขุ
shakho	หักโหม
shakh-e	หักเห
shakari	หาริ
shakaa	หันคา
shainsa	ไฮนส์
shainee	ไฮเน
shahin	หัวหิน
shahine	ไฮเน
shagawa	หาวั
shagari	หาริ
shagang	ห้าง
shadel	ฮันเดล
shadds	ฮัดเดอส์
shaddle	ฮัดเด
shabiba	ฮับบะ
shabari	หาริ
shaban	จะบัน
shabany	ฮานอย
shabaki	ฮากิ
shabach	ฮาช
shaare	ชาเร
shaarei	หาริ
shaaray	อารัญ
shaarai	หาริ
shaami	หาไม่
shaaman	ฮามั
shaadi	ฮาร์ดิ
sguuluu	อูลู
sfinks	ฟินิกซ์
sewells	เวลลส์
settala	เอททัล
settae	แอตแท
sétanta	ตัณฑะ
setanta	ตัณฑะ
sestri	เกษตริ
sespech	สเปช
sesniki	ซนิกิ
servis	เซอร์วิส
serrell	อร์เรลล์
serpant	รพันธ์
sernet	เทอร์เนต
serman	เยอรมัน
serlin	เมอร์ลิน
sering	เบริง
serhant	อรหันต
serenes	เรเนส
serenas	เรนัส
serebii	เรบี
sepanta	พันธะ
senwich	นวิช
senser	เซนเซอร์
sendel	เรนเดล
sember	เมมเบอร์
sellius	เอลลิซ
selles	เรลเลส
selitsk	ลิทซ์ค
seldes	เอลเดสต์
sekken	เอกเขนก
sekha	เซกชัน
sekapan	กะพัน
seiter	เอดิเตอร์
seinte	เซนเตอร์
seiffen	เอฟเฟน
sedren	เรดเรน
sedley	เมดเลย์
secombe	เอ็มเบ
secher	เมเจอร์
sechelt	เชลท์
sechele	เชเล
sebert	เรเบรท
sealey	เอาเลย
scrinii	ริณี
scleros	เลรอส
scinto	ชินโต
schyman	ชมัน
schworn	จอร์น
schwitz	ชวิต
schwinn	จิณณ
schwing	ชิง
schwind	จินด๊
schweid	เชิด
schwanz	ชวัน
schwans	ชั่นส์
schwand	ชวัน
schwalm	ชวัล
schwall	ชวัล
schwaid	ไชด์
schwahn	ชวัน
schwaen	แชน
schwada	ชวา
schwabl	ชวัล
schwaba	ชวา
schwaab	จ๊าบ
schutt	จตุตถ
schurti	จุติ
schuman	ชมัน
schult	ชูลท์
schulen	ชึ้น
schukin	จกิน
schuift	ชิฟต์
schuell	เชลล์
schueg	จึ้ง
schudel	ชเดล
schuch	ชึช
schucht	จชต
schtiel	ชฏิล
schrute	ชรุท
schrott	ชอทท์
schrödl	จรดล
schritt	จิตต์
schrire	ชิเร
schrimm	จริม
schrift	ชิฟต์
schriek	จริก
schredl	จรดล
schratt	ฉัฏฐ
schrank	จรัณ
schramm	จรัม
schottt	ชอทท์
schotte	ชอทท์
schotta	ชอทท์
schorre	โจเร
schorle	โจเร
schori	จอร์ดิ
schorer	โจเร
schorel	โจเร
schoot	โชบ็อต
