โยคะ	오카
สอะนัส	아사나
อารยัน	아량
ซาดั	아라다
รสัง	아상
อาร์ฮัน	아라한
ซานั	아라나미
สปอร์ติ	아포리
กะโปโล	아폴로
สะพัง	앞장
ตันตระ	안라
ขันโตก	안토쿠
มันเทศ	아넷
นทัลส์	안탈
ฮันเนส	아넷
รอันนัม	안남
นมิง	安明
นมันน์	반만인
พันลำ	안암
ฮันกย็	산쿄
ลั่นไก	満開
ไอน์ฮัน	안한
งวัล	안갈
บังอร	안고
งอินส์	안긴
อั้งฉิ	안기
งดิล	안길
งอัมส์	안감
นฟั่ง	安房
บันโดย	안도의
สันโดษ	안도
สันดอน	반돈
แอนดิส	安帝
มันดี	安帝
นันเดซ	아넷
อันเดอร์	한데로
ฮันเดล	란델
อั้งฉิ	アンチ
สนใจ	안찬이
นบัง	안방
อันเดอร์	하나데라
สำส่อน	감손
น้ำโสม	암소
สำส่อน	삼신
อำพัน	남파한
อำไพ	아마티
ปัมปัส	아맛
อัมพา	아파카
อัมพา	아마다
ธัมมัส	참맛
อัมมัน	암만의
ซัลเด	아메데
นัมฮัน	삼한
มดิง	아밍
บำบัด	암바
าเรส	아마레
อะไมด์	아마니
าเนส	아마네
อะไมโล	마일
ละมาน	사마안
พัลวัน	아완
อัลตั้ม	알람
อัลทึน	아텐
อัลแทร์	알타리
ะธันญ์	알탄
โลเนน	알토넨
ลมิง	아밍
อัลม่า	알만사
ลมาน	알만
ซัลลัม	السلام
กะลิง	大領
อัลเบร์	알베릭
อัลเบิร์	아베이
ละติน	알바틴
ละมุน	알람은
อะไลต์	알아타
อัลอัยน์	الدين
กิจิ๋	きち
อารยะ	아카야
ไซคิ	사이키
ไฮเทค	아이테
ใส่ไส้	아이사이
ไพรำ	바이람
ไซปัน	裁判
ไฮเนะ	아이나
ไพลิน	파일인
ไส้ไก่	아이카기
ไอน์ฮัน	아이한
ไวไฟ	아이아이
ไลดิส	아이디
ไฮเดล	라이델
ไดโช	哀愁
ไอรอน	아이론
ารัศ	닿아랏
ซาดั	아라다
ลัฟเรน	아렌
แอ๊ตต้า	아에타
แทฮัน	내한
อาษา	アーサー
ดากิ	타다아키
อาจิณ	チン
เจ็น	아헌
าจัล	아할
บทั้ง	잡탕
บรัง	압량
เบลเล	아벨에
อาบัติ	차밭이
สานุ	사반
กะบัง	아방
ก้าเรน	아렌
อาตมัน	아타만
าม่า	아마나
อาก้า	알바카라
ยูเค	유우수케
ยูริก	유리카
ยกิเบล	키엘
แย็ง	영
สลิง	우싱
สุสาน	구사안
อุปไมย	우마이야
ฮอนโด	혼도
เรดดัส	우에다
ดลิง	우딩
ชัง	劇場
รุบี	ルビー
โระเน	로마인에
ออร์เวลล์	오웰
โระเน	로완
ทิลเดอ	∽
โพทะเล	포탈에
ออสติน	오시노
โรเตอร์	로터리
ออสซี่	씨니
สลิง	오싱
ซิงส	오싱
เซิลอะ	오세일
สอะนัส	오사나
งกุน	통큰
อองเดร	从而
ออเงิน	옹은
ลอนดอน	혼돈
โระเน	오만은
ออร์ดิเน	오딘에
อิเซตัน	이세탄
สิงห์	이싱
นิปปอน	ニッポン
อินเทล	인텔사
อินเทล	인텔
งดัล	이홍달
กิจิ๋	きち
อิเซตัน	이세탄
ริดเดล	뗄
กิจี	赤い
ชัง	利常
ฮอนด้า	혼다
โฮลเด้น	호덴
จิตตั	히타
ไฮเนส	히네
เฮิร์นส์	헤인
แฮนดิ	한뒤
ให้ท่า	하기타
ไฮเน	하이네
เรย์นัล	에얄
เบนซิน	엔시노
เทนแน	엔나
ง่อง	本宮
เรนเดล	엔델
เรนดัล	켄달
เรไม	레만이
บริเตน	에비텐
หลิ่ง	悪霊
ละเวง	翁
แอนดิ	웬디
ระวัง	아왕
อัตตา	아타나
พัทนัม	안암
อาตมัน	아타만
ไอไม	파티마의
ราษฏร	라사로
คัสตั้ม	아삼
วอัสสัม	아쌈
อัษษา	싸다
มัซฮับ	아합
อัพภัน	앞판
บั่นทอน	안톤
คะนอง	아농
ฮันเนส	아넷
อังสา	낭사
สังโฆ	방코
ระงิ	랑겔
สันดอน	반돈
นันเดซ	아넷
ฮันเดล	란델
กันได	안달이
อั้งฉิ	アンチ
มรัง	삼랑
อัมพา	아마다
ทัมนัส	암나사
ลำนำ	삼남
ธัมมัส	참맛
อัมมัน	암만
มลิง	아밍
รามคำแหง‎	람캄행
อายัน	아마야
ตะลุง	아웅
อัลแทร์	알테라
ปักษิน	아신
ครั่ง	아랑
รางิ	아자니
ไอน์ฮัด	인하
ไฮเนส	아이넷
ไมเนอร์	아이네
ไบเล่ย์	愛樂
ไมเคิ	타이케이
ไอน์ฮัน	아이한
ไมเด้น	아이덴
ไดโช	哀愁
สะดิ้ง	하딩
กัดฟัน	아단
อัจจิ	ランチ
รับคำ	와부카
ระเบิด	아비에이
ไรช์	라비헴
อกับเบล	아벨
อกับไบ	아빠인
อาบัติ	차밭이
กะบัง	아방
าเนส	알바넷
คางั	안가
านัง	아난
อาณา	라아나나
ราชิ	マーチ
ปุราณ	우라칸
อินเทล	인텔
โอไฮโอ้	오히토
โมเด็ม	모뎀
องไฮ	領海
ชัง	利常
ดั๊ตตั้น	ッタン
ตะบัน	타반
วอัสสัม	아쌈
อาร์ฮัน	아라한
มันทิร	안티
ไม้ดำ	아비담
อาจั๊	아바하
ยูนิค	유니코
โยงิ	용이
โยงุ	용부
ญาสัย	야사
อู่ทอง	주통
อุทาน	우타타네
จ๋อง	補充
เฉ่ง	不逞
ทิชั	體察
ตะบัน	탐방
โสมนัส	손맛
สิฎฐี	시디키
เปเรซ	페이엣
สัมมา	삼마
รื่น	루텐
รูสโซ	웃소
รุจา	入朝
โอ่โถง	兒童
บร็อนต็	로토
โระเนะ	로나
โรมัน	로고만
โรบอต	로버타
ริษฐา	잇타
พรินน์	린센
ริ์นด็	레이나도
รีโมต	리모
เรซิน	러시안
เรเดส	人的
เรนัส	레몬맛
เรนดิส	레딧
เรนดิล	레일
ระยัง	략
ระย้า	아야가
ประดา	파라와
ระห่ำ	라함
รามั	아라타마
กระแซ	라사에
ระงิ	량인
บรันดิ	란디
ระนาบ	안압
ประมุข	라무
รำผี	라피
ราเน	아마네
ประกอบ	라코바
ระกา	아카사
ริักัน	라칸
ระแด	램댁
กระโดน	라돈
รอาเดล	란델
ราชิ	ランチ
ราชั	라하
ออร์เวลล์	오웰
คอตตอน	오톤
ตรัง‎	오랑
คอตั้ง	お湯
ธัมมะ	오타마
ออสติน	오시노
บอสตัน	오탄
ฟอสซิล	씰
ประทุม	포룸
ขอร้อง	조롱
ทอร์เดส	오뎃
นทิ้ง	폰팅
ออนแท	폰티액
นทั้ง	온탕
อองเดร	从而
โดมิโน	오미노
เมรัย	오메라
มัณฑิ	오만이
เลมอน	폴레몬
ลดิ้ง	올딩
โกลเด้น	올덴
อินเทล	인텔
โอหัง	오후장
ออร์ดิเน	오딘에
ชุง	오충
โมไบล์	모바일
ลมิง	雷鳴
เลิฟเน	＿
พลาน	판타노
ละติน	藍田
ลันเต	아네테
ลาดั	달아나다
ลำไย	喇嘛
ละมาน	아만
ไลเด	아이디에
พิสโธ	피스톨
อิเรเน	이레네
ระงิ	이랑이
นฟั่ง	新房
เลฮัน	일한
พิคเคิล	피케티
กะทัน	카탄
ไพธอน	피톤
พิชิต	いち
วิชั่น	遺産
อิ่มใจ	釵
ฮ่องเต้	호네
ฮย็อนซ็	호소
โชเล่ย์	홀에
เฉลิม	헤임
ฮัยษัม	하야마
หาสั	아라사
ฮานด์	하란
ฮันทิ	한티
ฉันทะ	한탈
หงัน	한간
ไฮเนส	하넷
แหละ	하늘아
แฮนดิ	한뒤
ชัลเคอ	하케
แฮดด็	해도
แฮ็น	해동
ห้าง	하방
ฮานส์	한시
เอะฉิ	たち
เดสคิน	앳킨
เปรา	루아나
เอร์เนส	베로네세
เคอร์เนล	에넬
เยอรมัน	에만
เมอร์ลิน	에린
เซอร์คอน	에콘
เบริง	예링
เฟอเรนซ์	에렌
ปปิง	에핑
เนนตัล	렌탈
เทนนิส	엔니
เรนดัล	켄달
เรนโช	엔초
เพลิง	悪霊
เบเลง	冷
อิเรเน	에이렌에
เคชั่น	諂
ดั๊ตตั้น	ッタン
อัตตา	아타나
มะต้อง	압통
พัฒนะ	파탄의
แอตคิน	아킨
อัษฏา	아타가
อัษษา	아사나
อัษษา	맛사가
ปาฬิ	파사이
อัศวินิ	아시니
อัลซไฮ	篩
เสฏฺโฐ	セット
อายัต	아사야
าเรล	아사를
มะสัง	아상
ซานั	아사나
รนิง	아링
อาร์เนส์	아넷
ปาเร	아라레
แอนธิ	人體
แอนดิ	렌디
เรดอน	아르돈
อายัน	카라얀
านัม	아라나미
ปะรำ	나라마로
อาจั๊	아라하
ปานั	파푸아
อัพภัน	앞판
เพริศ	아페리
พอสซั่ม	팠다
บั่นทอน	안톤
มันเทศ	아넷
แอนไฮ	난하이
ง่อง	앙통
งมัน	강만
ฮังเล	∠
อะเงะ	안겐
สันโดษ	안도
สันดอน	반돈
นันเดซ	아넷
อันเดอร์	안드라
กันได	안달이
อั้งฉิ	アンチ
อายัน	大納言
าณัติ	마나티
าซัส	가나사시
ระนาด	ระนาด
อัมพา	캄파나
กำมะลอ	암말
ไพริน	아미리
มเบเล	아벨에
ตะลุง	아웅
อัลแทร์	알타리
โลเนน	알토넨
อัลมัร	알메나라
ฟัลคอน	알콘
อัลดัส	알이다
เลมอน	알몬
อายัน	알나얀
อัลมัส	الأمة
อัลมัร	الأمة
ละไม	알아마디
แล็ส	날개옷
ตะโขง	마콩
กะทัน	아카타니
กะตัก	아카타
แพร็	파제로
พารณ	패자로
าเรส	나자렛
ไทธอน	바이톤
ไม่ทัน	타이탄
ไพริน	아이린
ไม้ไผ่	와이파이
ไอน์ฮัน	아이난
ไฟนัล	아날
ไนลอน	아이온
ไพลิน	파일인
เอวัง	애왕
แคชั่	애하
สะดุ้ง	안둥
ตัดรอน	아론
อับอาย	아바하
ภาฑิต	파투
อร่าฮัน	아사한
นาดำ	아담
ยามั	아사마
อวัยวะ	아야와
วาทิน	窪田
วอัสสัม	왔나
ไวส์ส	와있다
ซุลฏอน	풀톤
ทสึคิ	ツキ
ทสึคิ	ツキ
ตรัง‎	란게
เท็ปเป	てっぺん
ธารั	타타라
ตาร์เร	타레
ตังเม	탄게
ทำฟัน	타만
ไถง	타잉
ตะไคร้	타카라
ธารั	타카라
สวัลด์	왈도
สะเทิ้น	사테인
พิทัล	피탈
สปินัล	소피나
สมคะเน	시마네
ซินส์ค	신세키
ศีศะ	이비사
สหการ	シャー
สันทนะ	산나
ซับใน	사나이
สะแก	오사카베
สะใจ	사치
เร็นเด	뢴데
โรหณะ	로헨
โรบี	비로비치
รณ์ไมส	나잇
ริ์นด็	민도
โตรไล	모란이
ริตสึ	りつ
ริตสึ	리세
ริซซั่ม	리싸
ริกา	리카타
ริชณะ	日産
เร่ร่อน	레론
ปอร์ฟี	노리치
เรนดิล	렌디
เรนเดอ	人的
เรนโช	렌초
รดิแน	디나
