zoa	ζωα
orcheston	χέστον
orbassano	μπασσάνο
orangers	ράτγκερς
opzeeland	ζέελαντ
optatiana	τατιάνα
opsikion	οψίκιον
oplandene	πλαντέν
operativa	περατιά
operalia	πετραλιά
oostendse	οστένδη
oosteinde	οστένδη
oögenesis	γένεσις
onomatos	νοήματος
onestini	ντέστινι
onesilos	ονήσιλος
ondelios	ντέλιους
onalaskas	αλάσκας
omorfita	ομορφίτα
omegarus	μεγαρεύς
ombrella	ομπρέλλα
olynthos	όλυνθος
olexandr	ολεξάντρ
oleoides	λεωνίδης
olenitsa	ελενίτσα
olbricht	όλμπριχτ
olbrecht	έλμπρεχτ
olanchana	λαχανά
okataina	καταρίνα
oistrach	όιστραχ
oinomaos	οινόμαος
oinofyta	οινόφυτα
oimiakon	οϊμιάκον
oidipous	οιδίπους
ografena	γραφέντα
ogliastra	γλάστρα
offerman	φέφερμαν
oetingen	γκέτιγκεν
oelandia	ζηλανδια
odysseus	οδυσσεύς
ochozias	οχοζίας
ocheraro	χεράρδο
ochendra	όχεντρα
obrodites	ροδίτης
obertraun	μπερτράν
oberstein	μπέρστιν
obermeyer	βερμέερ
obermeier	βερμέερ
oberling	μπέρλινγκ
oberland	μπερλάντι
oatlands	άτλαντες
numidica	νουμιδία
noumenia	νουμηνία
northrop	νόρθροπ
northouse	ωθούσε
normando	νορμανδό
norlands	ορλάνδος
norimasa	ωρίμασαν
noresund	όρεσουντ
norendal	οριεντάλ
nordonia	κορδόνια
norberto	νορμπέρτο
nondalton	ντάλτον
nomadola	ομαδούλα
nolinsky	βολίνσκυ
nolandia	ολλανδία
nobandile	μπαντίλε
nissouri	πισσούρι
nintendon	ίτεντον
nikolski	νικόλσκι
nikolaou	νικόλαου
nikolaos	νικολάος
nikolaes	νικολάες
nikolaas	νικολάας
nikander	ισκαντέρ
nigritana	νιγρίτα
niendorf	ίμεντορφ
niemandes	ιμάντες
nicogenes	ιογενές
nichoria	νιχώρια
niarchos	ίλαρχος
niagaras	νιαγάρας
ngaitana	γαϊτάνια
neustria	νευστρία
netradio	τετράδιο
nessmann	γκέσσμανν
nessling	έσσλινγκ
neroulos	νερουλός
neronias	ειρωνίας
neroneia	ειρωνεία
nerofido	νερόφιδο
nerimbera	ριμπέρα
nereides	νηρηίδες
neostrada	εστράδα
neoptera	νεόπτερα
nenetsia	βενέτσια
nemertes	νημερτής
nelliston	έλλισον
neleides	νηλείδες
nekounam	νεκουνάμ
negrillos	ήριλλος
neglektra	ηλέκτρα
nefertem	νεφερτέμ
neeskens	νέεσκενς
nearchos	έπαρχος
neapolis	νεάπολις
neanthes	νεάνθης
nchelenge	χελένε
nazarian	γκαζαριάν
nazarena	αζαρένκα
nautikos	ναυτικος
nauplios	ναύπλιος
nauplion	ναύπλιον
național	νασιοναλ
nathanial	αθάνια
natalina	καταλίνα
nasional	νασιοναλ
naselenie	ασέληνη
narganes	ζαργάνες
naretines	ρητίνης
narendra	ναρέντρα
naramata	παραμάτα
narabali	σαραβάλι
napotoli	αποστόλι
napolyon	απόλυτον
napetilon	απειλών
nanorana	ανόργανα
nanochess	ανοχές
nandorin	φαντόριν
nandarou	φαντάρου
namehana	αμήχανα
nalpeiron	άπειρων
nalgonda	ενάγοντα
nalendra	καλένδρα
nakatomi	νακατόμι
nakamoto	σακαμότο
nakamori	τακαμόρι
naithani	αιθάνιο
naismith	νάισμιθ
nagornaia	αγοραία
nagmachon	άμαχων
nagananda	άγναντα
nachmias	ναχμίας
naamites	αδαμίτης
mytilene	μυτιλήνη
mysterie	υστερική
myrodato	μυρωδάτο
mygdonia	μυγδονία
mutambala	ταμπάλα
muslimani	σλιμανί
munychion	νυχιών
mozambano	ζαμπανό
mouzalon	μουζάλων
moustaki	μουστάκι
moustafa	μουσταφα
mournies	μουρνιές
mourides	λουρίδες
mouliana	μουλιανά
mosteller	στέλλερ
mosisili	μοσισίλι
moschato	μοσχάτο
mortorio	ορατόριο
mortimer	μόρτιμερ
mortanges	οράγγης
morrison	μόρρισον
morrigan	μόρριγαν
mormando	νορμανδό
morleians	όρλεανς
morlands	ορλάνδος
morisena	ορισμένα
moriones	οριζώνες
morimasa	ωρίμασαν
morigaon	ορίγανον
morigami	οριγκάμι
morgante	οργανωτή
moreletti	μορέττι
morelands	ρέλαντς
morbitzer	όρμπιτερ
morazani	μοίραζαν
moratinos	οράτιος
monreale	μονρεάλε
monmouth	μόνμουθ
mongolia	μογγολία
mondolfo	ροντόλφο
monastir	μοναστίρ
monarche	μονάρχη
monachos	μονάχος
monachgeu	μοναχή
monaches	μοναχές
molpadia	μολπαδία
molossos	κολοσσός
molossoi	μολοσσοί
molossia	μολοσσία
molinsky	βολίνσκυ
molinaro	μολινάρο
molinari	μολινάρι
molenaer	μόλεναερ
molander	σολάντερ
mochthos	μόχθος
mizrachi	μιζράχι
mitsouko	μιτσούκο
mithymna	ρίθυμνα
misteria	ιστέρνια
missouri	πισσούρι
misirlou	μισιρλού
mirando	μιράντολα
miramare	μιραμάρε
minyades	μινυάδες
minouche	σινουχέ
mingella	νιγκέλλα
mindaros	μίνδαρος
mindanao	μιντανάο
minardos	μινάρδος
miliangos	ίλιγγος
milesios	μιλήσιος
milesioi	μιλήσιοι
milčinski	ιλίνσκι
milanites	λανίτης
milandes	ιρλανδής
mielikki	μιελίκκι
michelman	χέλμαν
michelene	χελένε
michelena	χέλενα
michalos	μίχαλος
michalik	μιχάλικ
michaelo	μιχαήλο
michaela	μιχαέλα
metropol	μετροπόλ
methysos	μέθυσος
methymna	μήθυμνα
methodum	μεθόδου
methodia	μεθοδία
metherion	θηρίων
metharme	μεθάρμη
meterizi	μετερίζι
meteoron	μετεώρων
metaxata	μεταξάτα
metallon	μετάλλων
metallia	μετάλλια
metalion	πεταλιών
metalika	μεταλικά
metairie	εταιρίες
metabase	μετάβαση
mestizada	εστιάδα
mesterton	εστέρων
messenia	μεσσηνία
messalas	μεσσάλας
meschian	ησυχίαν
mesaxonia	σαξονία
mesaoria	μεσαορία
merriett	ερριέττα
merkouri	μερκούρι
merkland	κέρκλαντ
meridiano	ηριδανό
mergeles	μπεργελες
merensky	κερένσκυ
merchand	έρχαρντ
menounos	μενούνος
menoites	ενορίτες
menoetes	ενότητες
mennoite	εννοείτε
menippeae	ενιππέα
menglian	εγκλιανό
menelaos	μενέλαος
mendiola	μεντιόλα
mendieta	μεντιέτα
menderes	βεντήρης
menachem	μεναχέμ
memelland	έμελλαν
memegalos	μεγάλος
melusina	ελευσίνα
meltemia	μελτέμια
melodiu	μελωδικού
melodion	μελωδιών
melodika	μελωδικά
melnitsa	ελενίτσα
melmendi	κελμεντί
mellaria	κελλάρια
melkarth	μελκάρθ
melitene	μελιτηνή
melissos	μέλισσος
melissia	μελίσσια
melinus	μηλιγγούς
melingoi	μηλιγγοί
melidoni	μελιδόνι
meliboia	μελίβοια
meliandou	ηλιάδου
meletios	μελέτιος
melesina	ελευσίνα
melesias	εκλησίας
melekeok	μελεκέοκ
melchior	μελχιόρ
melbourn	μέλμπουρν
melantias	ελατιάς
melantho	μελανθώ
melanson	μελανσόν
melanotus	μέλανος
melanotis	μέλανος
melanion	μελανιών
mekaniska	κανίσκα
meireles	μεϊρέλες
meindert	μέιντερτ
meinders	ρέιντερς
megareus	μεγαρεύς
megaloba	μεγάλωμα
megakles	μεγακλής
meerbeek	έτερμπεεκ
medullia	ειδύλλια
medousas	νέδουσας
mediabase	διάβασε
mectizan	έχτιζαν
mechelen	μέχελεν
mcpherson	χερσών
mcphatter	χάττερ
mcpharlin	χάρλιν
mazeline	βαζελίνη
mazatlan	μαζατλάν
mazarino	μαζαρίνο
mazamboni	ζαμπόνι
mayorista	αόριστα
maximino	μαξιμίνο
maximilia	αιμιλία
matthies	ατθίδες
matthias	ματθίας
matrones	πατρώνης
matrites	αστρίτης
matralia	ματράλια
mathraki	ανθρακί
mathison	μάθισον
mathiason	θιάσων
matheson	μάθεσον
matherson	άτερσον
matheron	αιθέρων
matheolus	άθεους
materano	λατερανό
matamoras	ταμόρας
matamata	κατάματα
matakana	κατακάνα
mastigas	μάστιγας
mastermix	αστερίξ
masterdos	αστέρος
masteller	στέλλερ
mastella	καστέλλα
massaicus	μασσάις
masistes	μπασίστες
masalina	ατσάλινα
marzouki	μαρζουκί
marulanda	αρλάντα
martius	μαρτίνους
martinos	μαρτίνος
martinoli	αρτινοί
martinez	μαρτίνεζ
martindel	άριντελ
martiale	μαρτιάλη
marthoma	άρθρωμα
marthias	παρθίας
martelli	μαρτέλλι
marstrand	άστραντ
marsters	μάρστερς
marstand	άρνσταντ
marsonia	μαρσόνια
marsilio	μαρσίλιο
marsales	πάρσαλης
marpessa	μάρπησσα
marousia	μαρούσια
maroudas	μαρούδας
maroneia	μαρώνεια
marmaras	μαρμαράς
marlotte	σαρλόττε
marlboro	μάρλμπορω
marlariae	μαλάρια
markoras	μαρκοράς
markides	μαρκίδες
markhouse	αρκούσε
markelle	μαρκελλε
markella	μαρκέλλα
markanda	αρκάντια
maritimo	μαρίτιμο
marinoni	αριγκόνι
mariniana	αινιάνα
marikana	αφρικάνα
marijonas	αρίωνας
mariella	μαριέλλα
maridalia	αριδαία
marianos	παριανός
marianne	μαριάννε
marianna	μαριαννα
marianas	μαριάνας
mariades	αριάδνης
margules	αργουλές
margueria	αργύρια
margrieta	αρριέτα
margosan	αργούσαν
margites	μαργίτης
margaret	μάργαρετ
marentino	αρετίνο
marennes	αρδέννες
mardistes	αρίστης
marchisio	αρχίσω
marchian	αρχαίαν
marchiani	αρχάνι
marchais	ἀρχαίας
marcaria	αρχάρια
marathia	αρμάθια
marangou	αράγκουα
marangoni	αραγκόν
marangas	μάραγκας
marakana	μαρακανά
maradona	μαραδόνα
marabinos	ραβίνος
mapuches	απευχές
maporiton	αποριών
mapletown	άπλετον
mapaches	απαρχής
manzarek	μάνζαρεκ
manteles	ανθήλης
mantapsan	άναψαν
mansoura	μανσούρα
mansbach	άνσμπαχ
manousos	μανούσος
manouches	ανοχές
manorama	πανοραμα
manolada	μανολάδα
manisses	αντίσσης
manikonda	ανιόντα
manikanta	ανίκανα
manieres	μπανιέρες
maniakes	μανιάκης
mangusta	αγκούστα
manguino	αγκουίνο
manfredo	μανφρέδο
manekine	ανέκρινε
maneaban	ανέλαβαν
mandraki	μανδράκι
mandombe	μαντόμπε
mandingo	αντιγκόν
mandhara	αντχάρα
manderen	άντερσεν
mandelson	ντέλσον
mandello	μπαντέλλο
mandellii	μανδήλι
mandelia	παντελιά
mandarian	άντριαν
mandarese	αντάρης
mandanis	ανδανίας
mandanda	μανταντά
mandalika	νταλίκα
manchuela	άνχελα
manchouli	ανχούι
mancheron	αχέρων
manbasan	ανέβασαν
manautou	ανταυτού
manasulu	μανασλού
manastras	αναστάς
manastir	μαναστίρ
manastash	αναστάς
manasses	μανασσής
manassas	λάνασσας
manannan	μανάνναν
mananara	μανανάρα
manafest	αναφέστο
mamounia	αλμούνια
mamoiada	αμοιβάδα
mammouth	μαμμούθ
mammomax	αμμόμαξη
mambrino	λαμπρινό
mambourg	αμβούργο
mamaloni	μαμαλόνι
malpensa	μαλπένσα
maloubier	λουβιέρ
malmstrom	άλστρομ
malmgren	άλμγκρεν
mallinson	άλλισον
mallamann	αλλαμάν
malkenes	αλκμήνης
malietoa	μαλιετόα
malesiana	λεσιανά
malebron	αλγεβρών
malangas	αλαγκόας
malamine	αλαμίνης
malakian	μαλακιάν
malaisia	μαλαισία
makrones	μάκρωνες
makrisia	μακρίσια
makistos	άκτιστος
makinson	άτκινσον
makindye	ακίνδυνη
makihito	ακιχίτο
makemake	μακεμάκε
makednos	μακεδνός
makarska	μακάρσκα
makariou	μακάριου
makamlar	μακαμλάρ
maitland	μαίτλαντ
maineiacs	αινείας
maillages	αλλάγές
magrittes	αγρίτης
magorian	αγόριανη
magnotta	αγνότητά
magnetes	μαγνήτες
magnalia	αγωνάλια
maginnes	αγιάννης
maestris	άμηστρις
madrakas	αδρακτάς
madikeri	αντικέρι
macshanes	αχανής
macrotis	μακρώτις
macrones	άχρονες
macouria	αχούρια
machometi	αχμέτι
machinson	χίνσον
machimos	μάχιμος
machimoi	μάχιμοι
macharia	σαχάρια
machares	ζάχαρης
machakos	αχαϊκός
macedonia	αηδόνια
macchina	μαχίντα
mabilion	παβίλιον
lysithea	λυσιθέα
lysanias	λυσανίας
lysandra	λυσάνδρα
lysanders	σάντερς
lyomenos	λυόμενος
lyminster	μίνστερ
lykoreia	λυκώρεια
lygourio	λυγουριό
lydiadas	λυδιάδας
lutherske	λύθηκε
luthander	θάντερ
lusiberia	σιβηρία
lukanka	λουκάνικα
lucharito	χαρίτο
l-proline	προλίνη
loznitsa	λόζνιτσα
loutraki	λουτράκι
loureiro	λουρέιρο
lourdata	λουρδάτα
loundres	τούνδρες
loukatos	λουκάτος
loukaris	λούκαρις
loubriel	ουμβριήλ
loubaris	λούβαρις
lorrison	μόρρισον
lorraine	λωρραίνη
loriston	λοριστόν
lorensen	σόρενσεν
lopilato	λοπιλάτο
lopadion	κοπαδιών
longinos	λογγίνος
longinoda	λογγίνο
longchamp	όγκχαμ
londrina	λοντρίνα
lombarde	λομβαρδή
lombarda	βομβάρδα
loliondo	λολιόντο
loliches	δολίχης
loizides	λοϊζίδης
logronio	λογρόνιο
lofthouse	ωθούσε
lochranza	οχράνα
llorento	λορένθο
llorando	λοράντος
llegenda	πληγέντα
llamzares	λαζαρής
llambias	λαμπρίας
littoria	βιττόρια
litmanen	λιτμάνεν
lithonia	σιθωνία
litherman	θέρμαν
lisitsin	λισίτσιν
lisandro	λισάντρο
lipoxais	λιπόξαϊς
lindolfo	ριντόλφο
lindeman	λίντεμαν
lindelof	λίντελοφ
lindarin	σίνταριν
limeniko	λιμενικό
limelites	μελίτης
lilandra	φιλάνδρα
likelike	σικελική
lichmera	αιχμηρά
libonatti	μπονάττι
liberton	μπίβερτον
liberians	ιβηρίας
liberbank	μπέρμπανκ
liberatio	βεράτιο
libanios	λιβάνιος
liasides	λιασίδης
lexorians	εξορίας
leuktron	λεύκτρων
leukousia	εκούσια
leukippe	λευκίππη
leukates	εύκρατης
leuchars	εύχαρις
lestoros	νέστορος
lesterton	εστέρων
lesterlin	στερλίν
lerebours	ερέβους
leptotes	έκπτωτης
leptines	λεπτίνης
lepontine	επονίνη
lepironia	ειρωνία
lepanthes	έπαθες
leopoldo	λεοπόλδο
leonites	επονίτες
leonidio	λεωνίδιο
leonides	λεωνίδης
leonidas	λεωνιδας
leonardo	λεονάρδο
