zumi	ずみ
gokin	オキン
gojun	オジュン
goiko	オイコ
goffe	オッフェ
godon	オドン
godie	オディエ
goddo	オッド
gobie	オビエ
gobbo	ごぼ
gnose	のせ
gnosa	ノサ
gnomi	ノミ
ġnien	ニェン
gnida	ニダ
gneve	ネヴェ
gnani	難い
gnana	南ア
gmena	メナ
gmane	マネ
glite	ギテ
gjoni	ジョンイ
gjoka	ジョカ
gjiri	ジリ
gjin	ギジン
gjini	既に
gjermania	ジェルマニア
giyan	ギャン
giuda	イウダ
gitte	イッテ
gitta	イッタ
gitau	イタウ
gitan	イタン
gitai	いたい
gishu	イシュ
gishi	イシ
gisha	いしゃ
gisan	イサン
giron	イロン
girn	ギラン
girei	イレイ
girai	イライ
gioro	イオロ
giora	イオラ
giona	イオナ
gioan	イオアン
ginza	いんざ
ginta	インタ
ginko	インコ
ginka	インカ
gingi	インギ
gindi	インディ
ginda	インダ
ginai	イナイ
gikai	イカイ
gijon	イジョン
gigon	イゴン
gigan	イガン
giesu	イェス
giere	イェレ
giedo	イェド
gidon	イドン
giden	イデン
gidea	イデア
gichi	いち
gibon	イボン
gibet	ギベ
gibba	ギバ
giani	イアニ
giago	イアゴ
ghure	戯れ
ghose	ほせ
ghori	ほり
ghore	ほれ
ghooi	ホーイ
ghoda	ホダ
ghita	ひた
ghino	ひの
ghido	ひど
ghibu	ひぶ
ghezo	何ぞ
ghera	何ら
ghedi	ヘディ
ghate	ハテ
ghata	ハタ
gharu	ハル
gharo	ハロ
ghadi	ハディ
ggaba	ガバ
gfire	フィレ
geuku	エウク
getto	エット
getin	エティン
geten	エテン
getai	えたい
geshu	エシュ
geshi	エシ
geroa	エロア
geren	エレン
georgiana	ゲオルギアン
geoge	エオゲ
genzo	エンゾ
genze	エンゼ
genya	エンヤ
gento	エント
genta	エンタ
genma	エンマ
genko	エンコ
genki	エンキ
genka	えんか
genji	エンジ
genia	エニア
genge	エンゲ
geneu	エネウ
gendo	エンド
genda	エンダ
genbu	えんぶ
genbi	エンビ
genan	エナン
gemon	エモン
gemma	エッマ
gemma	エッマ
gemio	エミオ
gemen	エメン
gegin	エギン
gegan	エガン
geeta	エータ
geden	エデン
gebon	エボン
gborogboro	ぼろぼろ
gbeni	ベニ
gbede	ベデ
gbaya	バヤ
gbase	バセ
gbara	ばら
gbana	バナ
gbaka	バカ
gbadi	バディ
gazen	あぜん
gawin	アウィン
gavin	アヴィン
gaven	アヴェン
gauti	アウティ
gauta	アウタ
gausu	アウス
gauri	アウリ
gauja	アウジャ
gaudo	アウド
gaudi	アウディ
gauda	アウダ
gatto	アット
gatchaman	ガッチャマン
gason	アソン
garua	アルア
garoo	アロー
garoa	アロア
garmendia	アラメンディア
garia	アリア
garfo	ガロ
garen	アレン
garee	アレー
gardneri	ガルドネリ
garamendi	アラメンディア
garai	あらい
garabashi	バラバシ
gaora	アオラ
gaona	アオナ
gaoji	アオジ
ganyo	アニョ
ganto	アント
ganti	アンティ
gante	アンテ
gansu	アンス
gansa	アンサ
ganpo	あんぽ
ganoo	アノー
ganon	アノン
ganni	アンニ
ganne	アンネ
ganna	あんな
ganmu	アンム
ganju	アンジュ
ganji	アンジ
gania	アニア
gangu	アング
gange	甘え
ganea	アネア
gando	アンド
gandi	アンディ
gamoo	アモー
gamio	アミオ
galadorian	アードリアン
gakki	アッキ
gaito	アイト
gaite	アイテ
gaitabashi	イタバシ
gaiso	アイソ
gaire	アイレ
gaino	アイノ
gaini	アイニ
gaina	アイナ
gaika	アイカ
gaika	アイカ
gaido	アイド
gaiba	アイバ
gaian	アイアン
gahan	アハン
gagen	アゲン
gagan	アガン
gaete	あえて
gaeta	アエタ
gaeru	アエル
gaero	アエロ
gaeko	アエコ
gadio	アディオ
gaden	アデン
gadea	アデア
gadda	アッダ
gabon	アボン
gabin	アビン
gabii	アビイ
gabia	アビア
gabai	アバイ
gaar	ガーロ
gaari	アーリ
gaara	アーラ
gaadi	アーディ
fuuta	ウータ
futta	うった
fushu	ウシュ
fushi	うし
fusha	うしゃ
fusanosuke	サノスケ
furon	ウロン
furii	ウリー
furie	ウリエ
funko	ウンコ
funda	ウンダ
funbo	ウンボ
funakoshi	フナコシ
funai	ウナイ
funabashi	フナバシ
fukushima	フクシマ
fujun	ウジュン
fujitsubo	ふじつぼ
fuite	フイエ
fugui	ウグイ
fugen	ウゲン
fueru	ウエル
fueng	ふえん
fudan	ウダン
fuchu	ウチュ
fubon	ウボン
fryou	リョウ
fruto	ルト
fruta	ルタ
fruma	ルマ
fruko	ルコ
fruin	ルイン
frugo	ルゴ
frou	フロウ
frota	ロタ
froma	ロマ
froke	ロケ
froia	ロイア
froda	ロダ
frize	リゼ
friya	リヤ
frisa	リサ
frini	リニ
frima	リマ
friia	リーア
frigo	リゴ
frie	フリエ
frida	リダ
friba	リバ
freya	レヤ
freta	れた
fresu	れす
freno	れの
freni	レニ
freki	レキ
freia	レイア
frege	レゲ
fredi	レディ
freda	レダ
fraze	ラゼ
frato	ラト
frani	ラニ
framo	ラモ
fraku	らく
frain	ライン
fouta	オウタ
fouse	おうせ
fouga	オウガ
fosso	オッソ
foshi	オシ
foron	オロン
forio	オリオ
foree	オレー
foran	オラン
foota	オオタ
foose	オオセ
foodi	オーディ
fonni	オンニ
fonda	オンダ
fomon	オモン
folin	お隣
fokko	オッコ
fokke	オッケ
fokan	オカン
fojia	お家
foite	オイテ
foide	おいで
foggo	オッゴ
fodio	オディオ
foden	オデン
flite	立て
fjone	ジョンエ
fitte	イッテ
fitou	イトゥ
fison	イソン
firin	イリン
fiora	イオラ
fiona	イオナ
finte	インテ
finka	インカ
finin	イニン
finge	インゲ
fiera	イェラ
fiene	イェネ
fiehe	イェヘ
fiden	イデン
fiche	イチェ
ffion	フィオン
feudo	エウド
fetti	エッティ
fessenden	フェッセンデン
feren	エレン
fenta	エンタ
fenon	エノン
fengi	エンギ
fendi	エンディ
fenbu	えんぶ
femen	エメン
feizi	えい子
feime	エイメ
feiko	エイコ
feiga	エィガ
feidi	エイディ
fegan	エガン
fedin	エディン
fedee	エデー
fechi	エチ
fazen	あぜん
favio	アヴィオ
favia	アヴィア
faure	アウレ
faura	アウラ
fauja	アウジャ
fauea	アウェア
fauda	アウダ
fatou	アトゥ
fatai	アタイ
fassa	アッサ
fashu	アシュ
fasha	アシャ
faron	アロン
faroe	アロエ
farinetti	マリネッティ
farie	アリエ
faria	アリア
faren	アレン
farentino	バレンティノ
faran	アラン
faran	アラン
faora	アオラ
fanya	アニャ
fanto	アント
fanti	アンティ
fante	アンテ
fanni	アンニ
fanna	あんな
fania	アニア
fando	アンド
fanaa	アナー
fakui	アクイ
fajia	アジア
faizi	あい子
faiza	アイザ
faito	アイト
faini	アイニ
faina	アイナ
faima	アイマ
faika	アイカ
faiga	アイガ
faiba	アイバ
fahan	アハン
fahai	アハイ
fagua	アグア
fagon	アゴン
fagin	アギン
fagen	アゲン
fagan	アガン
faete	あえて
faedo	アエド
faden	アデン
fadda	アッダ
facho	アチョ
fachi	あち
fache	アチェ
fabio	アビオ
fabii	アビイ
fabia	アビア
faben	アベン
faban	アバン
ezze	メッゼ
ezike	漬け
ezeta	ゼタ
ezero	ゼロ
ezana	ザナ
ezaki	ザキ
eyrei	エレイ
eyota	ヨタ
eyabo	ヤボ
ewine	ウィネ
evna	エヴナ
evita	ヴィタ
evisu	ヴィス
evisa	エイサ
evira	ヴィラ
evigo	ヴィゴ
évian	ヴィアン
evesa	ヴェサ
evera	ヴェラ
evene	ヴェネ
euron	ウロン
euroa	ウロア
euria	ウリア
eugui	ウグイ
eugen	ウゲン
eucha	ウチャ
eubea	ウベア
etsuo	ツオ
etone	トネ
etona	トナ
etomi	トミ
etion	ティオン
etika	ティカ
ethe	エッチェ
etapa	タパ
etana	タナ
esure	スレ
esuma	スマ
estin	エティン
espumante	スプマンテ
esperanza	スペランザ
esopa	ソパ
esono	その
esona	ソンア
esiri	祀り
eshun	しゅん
eshoo	ショオ
eshia	シア
eshan	シャン
eshai	シャイ
eser	エセル
esero	セロ
ésera	セラ
esera	セラ
esaro	サロ
esaki	さき
esaka	サカ
erya	ヴェリャ
erve	エルヴェ
eruca	エルア
erosa	ロサ
eropa	ロパ
eroni	ロニ
eriya	リヤ
erin	ベリン
erina	リナ
erimo	リモ
erima	リマ
eriko	りこ
erika	りか
ergan	エガン
ereta	れた
eremo	レモ
ereba	レバ
erba	エルバ
erata	ラタ
erasa	ラサ
eran	メラン
eramo	ラモ
eradi	ラディ
epyon	ピョン
epuru	ぷる
epure	プレ
epuni	プニ
epoka	ぽか
epiri	ピリ
epion	ピオン
épine	ピネ
epine	ピネ
epiha	ピハ
epema	ペマ
epano	パノ
epane	パネ
eoppa	オッパ
eongi	オンギ
eoife	オイフェ
eochu	お初
enzai	ンザイ
enuma	ヌマ
enugu	ヌグ
ensam	エンサ
enota	ノタ
enogi	ノギ
enno	エンニョ
enkan	エナン
enisa	逆さ
eniro	ニロ
enina	ニナ
enide	ニデ
engishiki	えんぎしき
engai	ンガイ
eneti	ネティ
enete	ネテ
eneru	ネル
eneko	ねこ
eneda	ネダ
endnu	エンヌ
enchi	んち
enawo	ナヲ
enami	ナミ
ename	ナメ
enage	ナゲ
emune	むね
emoto	モト
emona	モナ
emodo	モド
emodi	モディ
emiya	ミヤ
emire	みれ
emini	ミニ
emine	みね
emina	みな
emiko	みこ
emika	みか
emeta	エータ
émesa	メサ
emesa	メサ
emera	メラ
emek	エメカ
emeka	メカ
emeje	メジェ
emeia	メイア
emanu	マヌ
emano	マノ
emami	マミ
emadi	マディ
eluru	慮る
eluri	慮り
eliya	エイヤ
elimi	励み
eleni	楽に
ekyan	キャン
ekuan	クァン
ekoti	コティ
ekoro	コロ
ekono	この
ekoka	コカ
ekoji	コジ
ekiti	キティ
ekisu	キス
ekiga	キガ
ekida	キダ
ekeko	ケコ
ekeke	ケケ
ekati	カティ
ekari	カリ
ekana	かな
ekaku	カク
ekaki	かき
ejogo	ジョゴ
ejisu	記す
ejiro	ジロ
ejima	ジマ
ejigu	継ぐ
eizou	イゾウ
eizen	いぜん
eitan	イタン
eissa	イッサ
eison	イソン
eishi	イシ
eisan	イサン
eisai	イサイ
eirin	イリン
einei	イネイ
eiman	イマン
eikei	いけい
eikan	いかん
ei-ji	エイジ
eiche	イチェ
eicha	イチャ
eibon	イボン
ehime	ヒメ
ehiin	ヒーン
ehapa	ハパ
egunkaria	エグンカリア
eguia	グイア
egire	ギレ
egira	ギラ
egion	ギオン
egino	ギノ
egere	ゲレ
egede	ゲデ
egaro	ガロ
egara	ガラ
ēgapa	ガパ
egaku	ガク
egadi	ガディ
efira	フィラ
eevin	エヴィン
eeven	エヴェン
eejanaika	エエジャナイカ
eeden	エデン
edora	どら
edoni	ドニ
edlen	エデン
edino	ディノ
edini	ディニ
edina	ディナ
édika	ディカ
edigu	ディグ
edera	デラ
edera	デラ
edeko	デコ
edeka	デカ
edano	ダノ
edaga	だが
echte	エチェ
échon	チョン
echia	チア
ebuta	ぶた
eburonian	ブリオニアン
ebora	ボラ
eboni	ボニ
ebogo	ボゴ
ebisu	ビス
ebiri	びり
ebira	彼ら
ebion	ビオン
ebino	ビノ
ebene	ベネ
ebeda	ベダ
ebara	ばら
ebana	バナ
ebadi	バディ
eaton	アトン
eassa	アッサ
eason	アソン
éanna	あんな
eanna	あんな
eando	アンド
éamon	アモン
eamon	アモン
eagen	アゲン
eagan	アガン
eadington	アディングトン
eadda	アッダ
dzira	自ら
dyoko	ヨコ
dyani	沿い
dyane	ヤネ
dwipa	ディパ
dwina	ウィナ
dwija	ウィジャ
dwaya	ワヤ
dwain	ワイン
dvira	ヴィラ
dveri	ヴェリ
dutta	うった
dushu	ウシュ
dusan	ウサン
durra	ウッラ
duron	ウロン
durii	ウリー
durie	ウリエ
duran	ウラン
durai	ウライ
dupin	ウピン
dunka	ウンカ
dungu	ウング
dunge	ウンゲ
dundi	ウンディ
dunai	ウナイ
dumon	ウモン
dumai	うまい
du-ku	妬く
dukie	ウキエ
dugen	ウゲン
duddo	ウッド
duckipedia	ウキペディア
ducho	ウチョ
ducha	ウチャ
dubin	ウビン
dubbo	ウッボ
dtate	タテ
druya	ルヤ
drupa	ルパ
druon	ルオン
druin	ルイン
drudi	ルディ
druchinina	ルチーナ
dron	ディロン
droma	ロマ
drogo	ロゴ
droda	ロダ
droba	ろば
drita	リタ
drina	リナ
drigo	リゴ
drieu	リエウ
dridi	リディ
dribu	りぶ
drian	リァン
dreta	れた
dreme	レメ
drema	レマ
dreda	レダ
dravi	ラヴィ
drave	ラヴェ
drate	ラテ
draka	ラカ
draha	ラハ
dragu	ラグ
dragi	ラギ
drage	ラゲ
drafi	ラフィ
draba	ラバ
dozon	オゾン
doyin	お陰
dowi	エドウィ
douza	おうざ
douro	オウロ
doura	オウラ
doumu	おうむ
douma	オウマ
douga	オウガ
dotto	オット
dotti	オッティ
doten	オテン
dotan	オタン
dosso	オッソ
dosse	オッセ
doshi	オシ
dosan	オサン
dorie	オリエ
doria	オリア
dorianus	アドリアヌス
doree	オレー
dorea	オレア
doran	オラン
dorai	オライ
doppo	オッポ
doppa	オッパ
doove	オーヴェ
dooto	オート
doota	オオタ
doose	オオセ
dooma	オーマ
dooku	オーク
dooke	オーケ
dooka	オーカ
dooge	オーゲ
dooda	オーダ
donos	どの
donko	オンコ
donizetti	ドニゼッティ
donin	オニン
donii	おにぃ
dongo	オンゴ
donge	オンゲ
donbu	おんぶ
donan	オナン
domen	オメン
domee	オメー
dolin	お隣
dokumenta	ドクメンタ
dokki	オッキ
dokan	オカン
dojun	オジュン
doire	オイレ
dohan	オハン
dodoo	オドー
dodon	オドン
dodoi	オドイ
dodie	オディエ
doddi	オッディ
dodda	オッダ
đodan	オダン
dodan	オダン
dochu	お初
dobon	オボン
dobie	オビエ
dobb	ドッブ
djuro	ジュロ
djupe	ジュペ
djuna	ジュナ
djuha	ジュハ
djuan	ジュアン
djosa	ジョサ
djoko	ジョコ
djodi	ジョディ
djobi	ジョビ
djoba	ジョバ
djibo	ジボ
djema	ジェマ
djedi	ジェディ
djawa	ジャワ
djaru	ジャル
djama	ジャマ
đjake	ジャケ
ditte	イッテ
ditta	イッタ
ditie	イティエ
dison	イソン
diron	イロン
dirie	イリエ
diria	イリア
diren	イレン
diran	イラン
diori	イオリ
diogi	いおぎ
dinon	イノン
dinko	インコ
dinka	インカ
dinin	イニン
dinge	インゲ
dinei	イネイ
dindo	インド
dindi	インディ
diman	イマン
dikko	イッコ
dikka	いっか
dikii	イキー
diina	イーナ
diigo	イーゴ
digri	締り
digre	ディレ
dieri	イエリ
dieke	イェケ
diedo	イェド
didon	イドン
didia	イディア
dibon	イボン
diara	イアラ
diani	イアニ
diago	イアゴ
diachenko	ディアチェンコ
dhoya	ホヤ
dhoro	ほろ
dhone	ほね
dhona	ほな
dhome	ホメ
dhoka	ホカ
dhine	ヒネ
dhina	ヒナ
dhime	ヒメ
dhian	ヒアン
dheri	ヘリ
dhema	ヘマ
dhaun	ハウン
dhata	ハタ
dhapa	ハパ
dhani	ハニ
dhana	ハナ
dhami	ハミ
dhahi	はひ
dhada	ハダ
dhabi	ハビ
dhaba	ハバ
dewin	エウィン
devin	エヴィン
devia	エヴィア
deven	エヴェン
deume	エウメ
deuba	エウバ
detti	エッティ
dettingen	メッティンゲン
desui	エスイ
desideri	デシデリア
deshu	エシュ
deshimaru	デシマル
desai	エサイ
derio	エリオ
deria	エリア
derea	エレア
deraa	エラー
deppa	エッパ
deou	デオル
deoka	エオカ
denzo	エンゾ
denza	エンザ
denya	エンヤ
dento	エント
denta	エンタ
densu	エンス
denon	エノン
denko	エンコ
denka	えんか
denji	エンジ
denio	エニオ
denia	エニア
deng	デング
dengi	エンギ
denge	エンゲ
denge	エンゲ
denea	エネア
dendo	エンド
dendi	エンディ
demio	エミオ
demen	エメン
demao	エマオ
dejar	デジャ
deivi	エイヴィ
deina	エィナ
deida	エイダ
deidameia	デイダメイア
deianeira	デイアネイラ
degge	エッゲ
degan	エガン
defen	エフェン
deeon	エーオン
deene	エーネ
deeke	エーケ
deede	エーデ
dedou	エドゥ
dedee	エデー
dedan	エダン
dechu	エチュ
dechi	エチ
debbe	エッベ
deban	エバン
davin	アヴィン
davia	アヴィア
dauga	アウガ
daudi	アウディ
daude	アウデ
dauda	アウダ
datia	アティア
dasshutsu	だっしゅつ
dassa	アッサ
dashapura	アシャンプラ
dasao	アサオ
dasai	アサイ
dartanyan	アルタニャン
daron	アロン
dario	アリオ
darii	アリイ
darie	アリエ
daria	アリア
daran	アラン
daraa	アラー
dapin	アピン
dapia	アピア
daoru	あおる
daom	悼み
daoji	アオジ
danze	アンゼ
danya	アニャ
danto	アント
danti	アンティ
dante	アンテ
danta	アンタ
danos	ダノ
danon	アノン
danni	アンニ
danko	あんこ
danke	アンケ
dania	アニア
dangu	アング
danga	あんが
danfu	アンフ
dando	アンド
danchenko	パンチェンコ
danau	アナウ
danan	アナン
damun	アムン
damon	アモン
damia	アミア
damai	アマイ
dakan	あかん
dajia	アジア
daizu	あいず
daize	アイゼ
daiya	アイヤ
daiti	アイティ
daiso	アイソ
daisakusen	イサクセン
dairo	アイロ
daino	アイノ
daini	アイニ
daina	アイナ
daima	アイマ
daiki	あいき
daigo	アイゴ
daiga	アイガ
daido	アイド
daidokoro	ダイドコロ
daida	アイダ
daiba	アイバ
daian	アイアン
dahya	アヒャ
dahou	アホウ
dahin	ダイン
dahan	アハン
dahai	アハイ
dagon	アゴン
dagli	ダギ
dagan	アガン
daesu	アエス
daere	アエレ
daegu	あえぐ
dadoo	アドー
dade	ダデン
dadda	アッダ
dadan	アダン
dache	アチェ
dabin	アビン
daben	アベン
daban	アバン
daane	アーネ
czuma	ズマ
czira	自ら
czasu	ざす
czaki	ザキ
cyane	ヤネ
cveto	ヴェト
cushi	うし
cusan	ウサン
curua	ウルア
curan	ウラン
cuori	ウォリ
cuomo	ウォモ
cunigunde	クニグンデ
cunha	ウンハ
cunegonde	クネゴンデ
cundi	ウンディ
cunda	ウンダ
cugia	ウギア
cueta	ウェタ
cueni	ウエニ
cucho	ウチョ
cuchi	ウチ
cuche	ウチェ
cubin	ウビン
csuri	宿り
csupo	スポ
csoma	ソマ
cseri	せり
csato	サト
csaba	サバ
cryan	リャン
cruze	ルゼ
cruto	ルト
cruso	ルソ
crupi	ルピ
crume	ルメ
crudo	ルド
croze	ロゼ
croto	ロト
crome	ロメ
croma	ロマ
croke	ロケ
croia	ロイア
croda	ロダ
crito	リト
crisa	リサ
crina	リナ
crida	リダ
crian	リァン
creve	レヴェ
creto	レト
creti	レティ
crete	レテ
čreta	れた
creon	レオン
cremo	レモ
crego	レゴ
crato	ラト
crati	ラティ
crase	らせ
crame	ラメ
crago	ラゴ
cowan	おわん
coutu	おう吐
couto	おうと
coushatta	コウシャッタ
coura	オウラ
coude	オウデ
cotti	オッティ
cossa	オッサ
cosha	オシャ
cosan	オサン
coron	オロン
corie	オリエ
coria	オリア
coree	オレー
corea	オレア
corao	オラオ
coran	オラン
corai	オライ
copin	オピン
copen	お盆
coose	オオセ
coosa	オーサ
cooma	オーマ
cooki	オーキ
cooba	オオバ
conze	オンゼ
conza	オンザ
conna	おんな
conin	オニン
conii	おにぃ
conda	オンダ
conan	オナン
comon	オモン
comayagua	コマヤグア
coman	オマン
cokke	オッケ
cokin	オキン
cokie	オキエ
coiro	オイロ
cohan	オハン
coemeterio	エメテリオ
codie	オディエ
cocha	お茶
cobie	オビエ
çoban	オバン
coban	オバン
clite	立て
climi	励み
clika	豊か
ckiri	キリ
citan	イタン
cissa	イッサ
cison	イソン
cirin	イリン
cirie	イリエ
ciren	イレン
cippa	いっぱ
cinza	いんざ
cinka	インカ
cinge	インゲ
cindi	インディ
cinda	インダ
cinbi	インビ
cinai	イナイ
cieri	イエリ
ciera	イェラ
ciena	イェナ
cieka	イエカ
ciego	イエゴ
ciche	イチェ
cibon	イボン
ciara	イアラ
ciani	イアニ
churu	護る
chure	戯れ
chubu	呼ぶ
chubi	呼び
chuanfang	花ノ坊
chozo	ほぞ
choushoujo	ほうそうじょ
choto	ほと
chote	ホテ
chori	ほり
chopi	ホピ
choon	ホーン
chooi	ホーイ
choni	ホニ
chone	ほね
chona	ほな
chomo	ホモ
choka	ホカ
chojo	ほじょ
choji	ホジ
chofu	ほふ
choee	ホエー
chodo	ほど
chochenyo	チョチェニョ
chobo	ほぼ
chizu	ひず
chiyo	ひよ
chiyohime	ちよひめ
chiun	ヒウン
chita	ひた
chisu	ひす
chisa	ひさ
chirikawa	チリカワ
chira	ひら
chinensi	チンゲンサイ
chindonya	チンドンヤ
chinchipe	チンチペ
chimo	ヒモ
chimi	ひみ
chima	ひま
chikutaku	チクタク
chikusa-ku	ヒクサク
chiko	ヒコ
chike	ヒケ
chikazane	ちかざね
chikamori	チカモリ
chikahiko	ちかひこ
chiho	ヒホ
chiha	ヒハ
chiba	ヒバ
chian	ヒアン
chhe	チヘ
cheri	ヘリ
chere	何れ
chera	何ら
chenjerai	チェンジェライ
chemeketa	チェメケタ
cheko	ヘコ
cheki	ヘキ
cheka	ヘカ
cheju	ヘジュ
cheh	チェヒ
chebo	へぼ
cheaa	ヘアー
chayo	ハヨ
chaui	ハウイ
chata	ハタ
chasa	ハサ
charuhasan	アルハサン
charo	ハロ
chapa	ハパ
chano	ハノ
chani	ハニ
chamo	ハモ
