zya	زيا
nsam	سامّ
nsakala	شَكَّلَ
nostrand	ستراند
nostrana	سترانا
nokrashy	كراشي
noka	نكا
noalmark	المارك
nmin	مِّن
nkandla	كاندهلة
njan	جان
njal	جال
njaa	جاى
nizamani	زَمَنِ
nitz	إتز
nith	إذْ
nithart	إثارات
nita	إتا
nitahara	تاهارا
nistara	إستمارة
nisland	إيسلاند
nish	إسه
nishmat	إسهامات
nishaan	إسهاماً
nishaada	إشادة
nisatha	إصابتها
niry	إري
nirj	إرج
nira	إرا
niranjan	رانجان
nirajan	إحراجاً
ninj	إنج
nina	إنا
nimy	إمي
nims	إمس
nimbral	إمبريال
nimbarka	مبارکة
nili	إلإ
niky	إكي
nijland	إنجلاند
nightman	إغمان
niewland	إولاند
nidd	إدد
nida	إدى
niam	ایام
nial	إال
niad	یاد
nḥsj	نسج
nhlanhla	حلاحلة
nhin	حین
nhau	نهى
nhat	حات
nhas	هاص
nhan	حان
nhai	های
ngin	نِن
nganasan	أناساً
ngam	نام
nesr	نصر‏
neal	نال
nbyt	بيتٌ
nb12	ب١٢
nazr	أزر
naza	ازا
nazarat	بازارات
nayi	أيِّ
nawrahta	اوراها
nawī	ناو
nawayath	وآياته
nawatny	الوَطني
naum	أُمّ
naulakha	الأكها
nat.	نأت
naty	أتي
natland	أرتلاند
nathasan	آذَان
natchaba	اذابة
natasha	لاتاشا
nataqua	اتَّقُوا
natalma	لاطالما
nataliya	أطاليا
natalia	التالیة
natakam	أتاكاما
nast	است
nasr	أصّر
nasraya	السرايا
nasrath	الصراطح
naso	ناس
nashwauk	اشواك
nashwan	الشوان
nashwack	اشواك
nashwaak	اشواك
nashobah	اشباه
nashenas	أشناس
nashawn	الشاون
nashala	السحالى
narz	أرز
nart	أرت
narthang	أرثاً
nartaka	ارتباكًا
narodnya	اردنية
narn	أرن
narm	ارم
naritada	ارتادَ
narb	أرب
narayna	مارأينا
narayen	آرائنا
narayan	آرامياً
narakas	باراكاس
naradiya	رَضِيَ
narabali	أرابال
naqrashi	أقراصه
naqa	أقا
nany	أنـي
nanyang	انيانغ
nantzha	انتزعها
nanthan	أنثيان
nantaram	أنتارا
nann	أنن
nanjaya	سانجايا
nanjaraj	أنجارا
nanghar	أنغارا
nandroya	أندرية
nandana	أنديانا
nananan	أنساناً
nanahara	انهارا
namwaran	أموراً
namu	أمُّ
namthar	المذار
namrata	امرأتنا
namnyak	أمونياك
namm	أمم
namdapha	امضاها
nambassa	أمباسا
namayan	أمامياً
namaraa	المَرأة
namanga	المانگا
namangan	أماناً
namakan	ياماكان
nalodaya	الداية
nall	ألل
nali	الی
nalendra	النضرة
naldini	الدِّينِ
nalbaugh	الباغ
nala	آلَ
naks	أكس
naksansa	أكسانا
nakb	أكبّ
nakasora	أكاسرة
najm	أجم
naja	آجا
najariya	أجاريا
naiqama	الإقامة
nailaka	اِلَيْكَ
naia	آیة
nahtóna	ناحيتنا
nahr	أحرّ
nahm	أهمّ
nahl	أهّل
naha	اها
nahayan	أحادياً
nahalat	الحالات
nafsika	نَفْسِكَ
nafa	افا
naesmyth	أسميته
naer	نـار
nady	أدّي
nadr	أضرّ
nadelman	أدلمان
nadaraia	اداراة
nadanta	أدانتها
nabs	أبس
nabalbal	بالبال
nabahim	أبراهیم
naamans	ألامانس
naal	اَل
mzab	زاب
mysl	يسل
myslyman	سليمان
myra	يرا
mylo	ميلٍ
myla	يلى
mykland	ليكلاند
mykhayl	ميخايل
myka	يكا
myg	مينگ
mydland	كيدلاند
myat	يأت
myal	يال
mwyn	وين
mwnt	ونت
mwathani	وأذان
mwan	وان
mwandha	وساندها
mvan	ڤان
muur	مُر
mußt	مُت
muslimah	مُسلمًا
musibat	نُسِبَت
mushkil	تُشكِّل
musansha	سأنشأ
múry	مري
mursili	يُرْسِلِ
muré	مُر
muralla	مُراسلة
muralha	مراسلها
muradyan	راضياً
muqabla	مُقابلةٍ
muntanya	نتانيا
munazara	نَظَرَ
munakata	ناكاتا
mumtahan	متاحان
multaan	سُلْطَان
mukhbir	يُخبِر
muhaqqaq	مُحققة
muhamad	مُحَمَّد
mughayat	غايات
mudirasa	دِراسة
mubaraka	باراكا
mtns	تنصّ
mtmb	متم
mtbb	مطب
mtar	تار
msta	سطى
mrjʾ	مرج
mrin	رِن
mrbi	ربِّ
mraz	راز
mrak	راك
mpay	ماي
mowbrays	وبرايس
moun	مُن
motswana	تسوانا
moshasha	شاشا
mosalman	سالماً
mory	مري
montanae	منتانا
monaghan	ناغان
molinara	لإنارة
mohsinia	حسینیة
mobidram	بإضرام
mnya	نيا
mnyamana	يامانا
mlan	مَن
mladost	ملادوست
mkl	مكلي
mizuhara	إظهارا
miyazawa	يازاوا
miyakawa	إيكاوا
miyahara	إيهارا
mity	إتي
mitraha	إقتراحا
mithadar	إتحادا
mitamura	تَمُرَّ
mishtal	إشتعال
mishakal	إشكال
misa	إسا
mirsada	إرشادًا
miraban	إضراباً
minyans	إنيانوس
mintaka	إنطاكية
minstar	إنشطار
minsara	إنتصارا
minn	إنن
minkman	إنكرمان
minj	إنج
mingshan	إنشاً
mindhar	إندثار
minakata	ناكاتا
minahan	إناثاً
mims	إمس
milъ	میل
milzman	إلزاماً
mily	إلي‮
miln	إلن
milland	إلكلاند
milimani	لِمَنِ
milh	إله
milhamah	إلهامه
milf	إلف
milandr	إلماندر
miky	إكي
mija	إجا
mijaran	إجباراً
midy	إدي
midt	إدت
midn	إدن
midd	إدد
miam	ایام
mial	إال
mhyr	حيّر
mharlyn	شارلين
mharaja	خَرَجَ
mgar	مـار
mệnh	منـه
melandry	لأندري
medawala	داوالا
mbya	بيّة
mbul	بُل
mbarara	باربارا
mban	مَن
mbandaka	بانداك
mbam	بـأم
mbah	باه
mbabaram	بابرام
mazghana	أغانى
maza	ازا
mazamas	أرزاماس
mayu	أيُ
maysara	اليسارى
mayr	آير
mayn	اين
maynard	ماينارد
maymanah	ايمانه
maylands	ايلاند
mayi	أيِّ
mayhana	ايذانا
maybank	مايبانك
mayawati	آيَاتِ
mayavati	آيَاتِ
mawzalt	أوزوالت
mawn	آون
mawlana	أولادنا
mawdryn	أودرينا
mawbray	أوبراين
mawbanna	وبأننا
mawatha	أوساطها
maut	مُت
maus	أُس
maurila	أُرسِلَ
maunesha	اُنشأ
maum	أُمّ
maukhari	أُخَر
maty	أتي
matyniak	أتيناك
mattawan	تطاوان
mattala	استطالة
matshaka	تشاكا
matmata	الطماطة
matjana	التجانى
matheran	أثران
mathemat	اتهمات
mathathi	اثاث
matharri	آثارِ
mataram	ماتارام
matanzas	أتاناس
matanat	انتانات
matamala	أَمَلًا
matalas	أنطالاس
matalam	التَّلَم
matahari	آثارِ
mataban	أتابكاً
masyath	أمسياته
masuhara	اشارة
mastras	أستيراس
mastarna	أستانا
masr	أصّر
masriya	أُسْرِيَ
masmary	السماري
maslanka	الأنكا
masland	فاسلاند
maslamah	اسلامه
maslakh	انسلاخ
maskawa	ماسكاوا
maskara	ماسكارا
maskana	أسكانيا
mashyane	أشيان
mashtown	آشتون
mashkana	أشكان
mashikh	الشیخ
mashian	آشتیان
mashbak	اشتباك
mashatu	أنشأتُ
mashams	الشَّمس
mashafa	الصّحافة
mashadar	اشادة
mashaan	أصهاراً
masd	أسد
masbath	اصاباته
masatani	استانی
masaryk	ماساريك
masaryka	أساريا
masarwa	اشاروا
masarna	أبصارنا
masalam	السَلام
marylyn	ماريلين
maryanna	آريانا
maryada	ارتيادا
martyna	ارتأينا
martynas	أتيناس
martima	مارتوما
martensi	مارتنس
martanda	اراندا
martana	ارتأينا
marsyas	مارسياس
marsman	الرسمان
marsina	بارسینة
marsila	أُرسِلَ
marshan	مارشان
marsham	أمرشام
marshala	رشالا
marshack	ارشاك
marselha	ارسلها
marselan	ارسلان
marschak	ارشاك
marn	أرن
marnham	أرنهايم
marmande	أرماند
marlands	أرلاند
marlana	أرلاندا
markthal	ارتحال
marknad	ماركانا
markmann	أركمان
markham	الرخام
markesan	أركسان
markaryd	أركاري
markanda	اراندا
marj	ارج
marikana	أركانا
marijan	لاریجان
mardakan	أراكان
maraylya	اراليا
marayat	الرايات
marasha	أجراسها
maranjan	رانجان
maraniss	أرانسس
maragha	أرياغا
maqtabs	اقتَبَس
maqbara	القبارى
maqalat	القالات
manzala	النزالة
manyaska	أنيسكا
manyara	انهيارا
manyanh	انيانغ
mant	أنت
mantyla	دانتيلا
manthra	انتحروا
manthota	انتهتا
mantashe	أنطاش
manshead	انشاد
mansaya	أنصارية
mansart	مانسارت
manohara	انهارا
mank	أنك
mankanya	أنانيا
manh	أنه
manhardt	انهارت
mangshan	أنشان
mangasha	أناسها
mandrah	أندراده
mandhatr	اندحار
mandhara	انهارا
mandelshtam	ماندلشتام
mandara	النضارة
mandans	صاندانس
mandana	أنديانا
manbasan	أناساً
manatal	الناتال
manasara	ناصَرَ
manaqil	الناقِل
mamy	أمّي
mamu	أمُّ
mams	أمس
mambray	امبراير
mamá	مام
mamatay	ماماتين
mamatata	ماتاتا
mamanwas	أمانوس
mamannan	أماناً
malzahn	المزاحن
maly	اليّ
malwida	الوِحدة
malusha	الفُصحى
malusan	اللُسّان
maltzan	التزامن
maltzahn	الطاحن
maltmans	التأنس
maltaqva	الطّاقة
mals	ألس
malstatt	الستات
malskat	السكنات
malquist	القِسط
malqata	القاتلة
malnati	الناتِج
malm	ألمٍ
malmuth	المُتاح
malmuks	المُكدس
malmseys	المسيس
malmasin	الْمَسِّ
mallway	اللواتي
mallowan	اللوان
mallardo	اللأرض
mallana	اللسانى
mallahan	اللَّهَ
malladi	البلادی
mallaby	اللعابي
malkira	الكِرام
malkhut	الخُطة
malkauns	الكُنس
malkani	المكانِ
maliyad	الإيقاد
malinta	الإنتان
malinska	الإنكا
malindi	الهِنْدِ
malikyan	الكيان
malibran	البران
malibar	الإجبار
maliban	الإبانة
maliana	الإبانة
malharao	الحارة
malgara	الغارة
malgana	الغانى
malfray	الفرازي
malfalda	الفالة
malewana	الوانا
maletras	التراس
malesina	السِنة
malekula	الكُلى
maldwyn	العدوين
maldini	الدِّينِ
maldemar	الدمار
maldari	الدَّارِ
malchalm	الحالم
malbars	البارسي
malayna	الأيونى
malayer	الحائر
malayas	ألايانس
malayalm	الأيام
malathi	الَّذِي
malasar	الأسارى
malaqah	الأقداح
malangas	الاناس
malamine	الأمین
malalas	الألماس
malalai	الحالةِ
malakula	الكُلى
malakian	الأكان
malakhit	الأخت
malakas	الاكياس
malakar	الانكار
malakand	الأكان
malagan	الأغان
malaeska	الأسكا
malabars	الأبرص
makwana	اخوانى
maks	أكس
makh	أخ
makhtuba	أختبأ
makhtesh	اختصه
makhluf	يَخلُف
makharaq	آخَرَ
makhanga	أخانا
makayla	أكابيلا
makasar	ماكاسار
mākanaka	كاناكا
majh	اجه
majd	اجد
majasha	أنجاشة
majabra	الجابرى
maitham	الإتهام
mainthal	إنتحال
maintaka	اِنَّكَ
mailstar	ألستار
mailarta	الارطى
maidman	الإدمان
maidana	الإدانة
mahy	اهي
mahshar	انحشار
mahrashtra	ماهاراشترا
mahrajah	احراجا
mahn	أحن
mahl	أهّل
mahlman	الحلمان
mahlamba	أحلاما
mahkamah	احكامه
mahindi	الهِنْدِ
mahd	أحدٌ
mahatta	أحاطتها
mahathma	أحاطها
mahaska	ماهاسكا
maharsha	هارشا
maharastra	ماهاراشترا
maharash	احراش
maharan	أصهاراً
maharam	الحَرَم
maharaj	الحارةج
mahanta	أشانتى
mahamat	اتهامات
mahalta	أحالتها
mahalath	حالاته
mahakam	الحَكَم
mahakala	أَكَلَ
mahajan	آغاجان
mahabharta	ماهابهاراتا
mahabharat	ماهابهاراتا
mahabarata	ماهابهاراتا
magnusha	أنُشأ
magharah	أغراه
maghada	أغراضًا
mafalda	مافالدا
mafalala	فالآلة
maestrat	أسترات
maelrhys	الرهيص
maellard	اللأرض
mady	أدّي
madrakas	ادراكا
madrakah	ادراكه
madradağ	أدرادا
madl	أدلّ
madliqin	مادلِن
madi	أدی
madatyan	أداتين
madariya	أدارية
madaraka	ادراكا
madamina	أَمِنَ
madamba	كادامبا
madalynn	أدالين
maby	أبي
mabrak	مالبرانك
mabi	أبی
maba	أبى
maay	ااي
maathai	أَثَرِ
maanshan	أنشان
maanasa	الأناسة
maam	أَمْ
maakhir	الاخیر
lyth	يتح
lyta	يطأ
lysy	يسي
lyst	يست
lystrans	يستأنس
łysa	يسا
lysa	يسا
lysandra	ساندرا
lynn	ينن
lynk	ينك
lynd	يند
lyndsay	ليندساي
lyna	ينى
lymn	يمنّ
lymm	يمم
lyja	يجى
lyis	لیس
lyda	يضا
lyamtsa	يامتشا
lyal	يال
lwym	ويم
lwyd	ويد
lwin	وإن
lusanda	مُساندة
luq	لـُقب
lundayeh	ندائه
lubyanka	بيانكا
luanshan	أنشان
ltu	زلتُ
lsíd	لسدّ
lmna	منة
llyw	ليو
llywelyn	ليولين
llyr	لير
llyfnant	ليفانت
lll	لعلل
llethryd	لتحريض
ljud	لجد
lizy	إزي
lizaran	إظهاراً
liya	إية
livs	لیس
lity	إتي
lithakia	إثاكا
lisy	إسي
lisl	یصل
lish	إسه
lishman	إسهاماً
liny	إنـي
linh	إنّه
linhardt	إنهارت
lingshan	إنشاً
lineland	إنلاند
lina	إنا
limi	لِم
limbata	ليمباتا
liks	إكس
likhtman	ختماً
lija	إجا
liha	لهى
lightman	إغمان
liferman	إفرمان
liêm	لِم
lidt	إدت
lidl	یدل
libr	إبر
librazhd	إبرازه
liam	ایام
lhun	هُن
lhin	حین
lhaw	حاو
lhan	حان
lhak	حاك
lewisham	وإسهام
lệnh	لنه
lemansky	مانسكي
lelystad	ليصطاد
lekhanya	خانية
leathart	أثَّرت
lbry	بريّ
lbnn	بنن
lbls	بلس
lazyland	زيلاند
laza	ازا
lazarat	بازارات
lazanda	الزاندى
laymann	ايماناً
laxmanan	أماناً
lawd	آود
lau	لَهُ
lauw	أُو
laussat	اُسِسَت
laurynas	اريناس
laurila	أُرسِلَ
laureada	لارادة
laughlab	أغلَب
latynka	كاتينكا
latt	آتت
latramys	آراميس
lathria	الذریة
lathams	أثاماس
latasha	لاتاشا
latanya	كاتانيا
lastras	أستيراس
lastman	أستامان
lastday	اصطدامي
laßt	لاط
lasn	أسن
lask	آسك
laskaris	اسكارس
laskarid	أسكارد
laskana	أسكانيا
lashmar	الشمار
lashana	راشانا
lasa	آسا
larz	أرز
lary	اري
lars	آرس
larnaka	لارناكا
larkham	الرخام
larf	ارف
laraway	هاراواي
laqa	أقا
laodamas	أداماس
lany	أنـي
lanvanya	أنانيا
lantrys	انترفيس
lantawan	انطوان
lansman	هانسمان
lansdall	انسدال
lansdale	انسدال
lansanah	انسانة
lankhmar	انهمار
lani	أنِّ
langshan	أنشان
langhart	أغارت
langara	أنغارا
landsins	أندسنس
landsat	لاندسات
landray	أندرابي
landrade	أندراد
landraad	أندراد
landmann	اندمان
landhaus	اندحاس
landana	أنديانا
lanchart	انهارت
lamy	أمّي
lamu	أمُّ
lams	أمس
lamlash	لاملاش
lami	أمِ
lamhfada	احفادة
lamghan	امغران
lambrias	أمبراس
lamberti	لامبرت
lambasar	أمباسا
lambart	لامبارت
lambard	لامبارد
lambada	المبادى
lamasar	المَسار
lamarsh	المارش
lamanna	أمانينا
lamakaan	مَكَانٍ
lalu	آلُ
lalm	ألمٍ
lalmohan	المهان
lall	ألل
lallana	اللسانى
lalitha	الإتهام
laldhang	الدحان
lalania	الآنِسة
lalandii	لالاند
lalakaon	الأكان
lakhdar	الخدار
lakhani	أخوانِ
lakantum	أَنتُمْ
lakamha	أحكامها
lainhart	إنهارت
laidman	الإدمان
lahr	أحرّ
laho	لاح
lahn	أحن
lahm	أهمّ
lahaska	ماهاسكا
lahanan	ألحاناً
lafayet	الفائت
ladyward	ادوارد
ladyman	أديلمان
ladyland	ديلاند
ladybank	أديباً
ladd	آدد
ladaínha	أدانها
lackland	أكلاند
lacantum	أَنتُمْ
laby	أبي
labranda	اراندا
labhran	البحران
labarthe	أبارث
labarna	أحبارنا
labanas	كاباناس
labanan	آبدانان
laam	أَمْ
kzin	زین
kytasty	ميتاستي
kyst	يست
kysa	يسا
kyrkja	كيركجارد
kyrgyzstan	قيرغيزستان
kyrghyz	قيرغيز
kyra	يرا
kymn	يمنّ
kyma	يمة
kyln	يلن
kyll	يلل
kyllwald	للوالد
kyla	يلى
kylantha	لأنثى
kydland	كيدلاند
kyan	يأن
kyal	يال
kyakhta	يأخذا
kwll	ولل
kwinana	وإنسانا
kwid	وإد
kwaw	واو
kwanghua	وانغا
kwaksan	واكسمان
kwaj	واج
kwadacha	وأداها
kwabenya	وأبنية
kwaa	واى
kwaaman	وأياماً
kuun	كُنْ
kutjarra	كتجارة
kuthira	عُثِرَ
kusabana	سابانا
ktak	تاك
ksan	صان
krytyka	كريتيكا
krys	ريس
krystal	كريستال
krym	ريم
krymska	سريمسكا
kryl	ريل
krya	ريا
krwi	روی
krun	رُن
kruk	رُك
krud	رُدّ
krub	رُب
krst	رست
kroz	كرز
krma	رمة
krka	ركا
kriyaban	إياباً
kristall	كرستال
krin	رِن
kraz	راز
kraynak	رايناخ
krastata	راستات
krasnyy	راسنييه
kran	ران
koyamada	يامادا
kowalska	والسكة
komt	كمت
komansky	مانسكي
kolkata	كولكاتا
kóli	كلِ
knowland	نولاند
knin	نِن
knaz	ناز
knar	نـار
knab	نابٍ
kmir	میر
kmak	ماك
klyazma	كليازما
klay	لأيٍّ
klaw	لاو
klas	لاس
klarman	لارمتان
klan	لانّ
klamath	لامرأته
klal	لال
klak	لاك
klakwan	الأكوان
klah	لاح
klaa	لَا
klaastad	لاستاد
kiyozawa	إيزاوا
kiyokawa	إيكاوا
kiyohara	إيهارا
kiya	إية
kitz	إتز
kitwana	إسطوانة
kitazawa	تازاوا
kitawala	طَوالَ
kitamura	تَمُرَّ
kitakata	تاكاتا
kitahara	تاهارا
kistrand	ستراند
kisrawan	سراوان
kismara	إستمارة
kishtwar	إشتار
kishman	إسهاماً
kisakata	ساكاتا
kirthana	إرثنا
kirs	إرس
kird	یرد
kirb	إرب
kint	إنت
kintaka	إنطاكية
kinshasa	إنشاص
kinn	إنن
kinkuna	مِنْكُنَّ
kinkster	إنكستر
kinh	إنّه
kingham	إنغهام
