zumi	ずみ
sinsoseol	신소설
sinsi	인시
sinpo	인포
sinoe	이노에
sinno	인노
sinni	인니
sinna	인나
sinin	인인
sinha	인하
singu	인구
singo	인고
singenden	신겐은
sinel	이넬
sindu	인두
sindo	インド
sindi	インディ
sinda	인다
sinan	인안
sinai	이나이
sinae	이내
simya	임야
simsa	임사
simpo	임포
șimon	이몬
šimon	이몬
simon	이몬
simmo	임모
simin	이민
simen	이멘
simca	임차
simbu	임부
simbo	임보
simao	이마오
siman	임안
simai	이마이
sily	실의
silmi	일미
silke	일케
silka	일카
silje	일제
silja	일자
silho	일호
silgi	일기
sileo	일어
silda	일다
silco	일초
sijin	이진
sijil	이질
sijam	이잠
siino	이이노
siili	이일이
sihon	이혼
siham	이함
sihai	이하이
sigon	이곤
siggi	익기
sigal	이갈
siero	이에로
sidorenko	시도렌코
sidon	이돈
sidel	이델
sidal	이달
sidae	이대
sicil	이칠
sibun	이분
sibja	입자
sibes	이벳
sibel	이벨
sibal	이발
siasi	이아시
siangshan	梁山
shuyo	후요
shuyi	후의
shuye	후예
shuya	후야
shuto	후토
shuta	후타
shuso	후소
shuru	후루
shuro	후로
shuri	후리
shure	후레
shung	훙
shuna	후나
shumi	후미
shuma	후마
shuko	후코
shuki	후키
shuju	護具
shuji	후지
shuja	후자
shuicheng	水城
shugi	훅이
shuga	후가
shufu	胡服
shuen	후엔
shudo	후도
shudi	후디
shuda	후다
shuci	후치
shubi	후비
shuan	峘
shuangyang	항양
shuangliu	双流
shoyo	호요
shoya	호야
showa	호와
shouzhang	手帳
shoushang	受賞
shose	호세
shosa	호사
shopi	호피
shopenham	호펜하임
shope	호페
shono	호노
shoni	혼이
shong	弘
shona	호나
shome	홈에
shoma	호마
shoku	호쿠
shoko	호코
shoja	호자
shoho	ほほ
shogo	호고
shoei	호에이
shodo	호도
shoda	호다
shobo	호보
shoan	호안
shiya	히야
shiri	히리
shira	히라
shipi	히피
shino	히노
shili	힐이
shiko	히코
shiji	히지
shigo	히고
shien	히엔
shida	히다
shibi	ひび
shibe	힙에
sheyu	和裕
sheya	헤야
sheti	合體
shera	헤라
shengzong	正宗
shengxian	聖賢
shengwang	聖王
shengshui	聖水
shenglong	正隆
shena	헤나
shemu	헤무
shemi	헤미
sheli	合理
sheki	헤키
sheka	헤카
shein	헤인
sheil	헤일
shehe	河合
shegu	河鼓
shefa	合法
sheba	세바
shean	河岸
shazu	はず
shayo	하요
shayi	하의
shaya	하야
shawa	하와
shaun	하운
shaul	하울
shati	하티
shata	하타
shasu	하수
sharu	ハル
sharo	ハロ
shaozheng	朝政
shaoqiang	超強
shanzhong	善終
shanxiang	幻像
shano	한오
shangyong	황용
shangxian	上限
shangqing	常青
shangjing	上井
shanghang	항행
shangguan	長官
shangfang	上方
shangdang	행당
shane	한에
shanchang	戰場
shana	ハナ
shamu	ハム
shamo	하모
shali	할이
shaki	하키
shaji	하지
shaja	하자
shair	孩兒
shain	하인
shaim	하임
shail	하일
shahu	하후
shaho	하호
shaha	하하
shael	핼
shado	하도
shadi	하디
shada	哈達
shabo	하보
shabe	합에
shaan	하안
shaal	하알
sgoil	고일
sgoda	곧아
sfida	시다
seure	으레
seungseon	긍선
seung	응
seuna	으나
seume	음에
setan	에탄
sesse	에쎄
seso	센소
sesel	에셀
sesan	에산
seron	에론
serli	而立
serei	에레이
serbu	而不
seran	에란
seram	에람
seorabeol	어라이벌
seoni	어니
seongwang	건광
seongjong	성종
seonghwan	영환
seona	어나
seogyeong	저경
seogu	어구
seodaemun	서대문
seobu	어부
senta	엔타
sensi	엔시
senriyama	센리야마
senri	엔리
senni	엔니
senki	엔키
senka	엔카
senjo	엔조
senji	엔지
senis	세니
senio	에니오
sengelman	엥겔만
senge	엔게
sengakuji	센가쿠지
sendo	엔도
sendi	엔디
sendagaya	센다가야
senda	엔다
semon	에몬
semma	엠마
semin	에민
seman	에만
şelmo	엘모
selmo	엘모
selma	엘마
selje	엘제
selda	엘다
selbe	엘베
sekha	세하
seiwa	에이와
seito	에이토
seira	에이라
seion	에이온
seins	세인
seina	에이나
seiko	에이코
seiki	에이키
seika	에이카
seijo	에이조
seiho	에이호
seigakuin	세이가쿠인
seidi	에이디
seida	에이다
seico	에이초
segui	餓鬼
seele	셀에
sedon	ήδων
sedom	에돔
sedma	세마
sedam	에담
sebes	에벳
sebel	에벨
seban	에반
scusa	추사
scuri	추리
scula	출아
scuda	추다
scota	초타
scopi	초피
scona	초나
scoil	초일
sciro	치로
scira	치라
scido	치도
sciba	치바
schou	杻
schin	チン
schan	諂
sceon	체온
scaro	차로
scapa	차파
scanu	찬우
scani	찬이
scana	차나
scabo	차보
sbisa	비사
sbiba	비바
sbano	바노
sayon	아욘
sayam	아얌
sawangburi	왕부리
sauta	아우타
sausi	아웃이
sause	아웃에
sauro	아우로
saura	아우라
sauin	아우인
sauga	아우가
sauda	아우다
satto	アット
satsu	あっ
satia	아티아
satananda	나타난다
satakunta	사타쿤타
sasya	아샤
saswe	아쉐
sasul	아술
sasso	앗소
sassa	아싸
sason	아손
sasin	아신
sasia	아시아
sasel	아셀
sasan	아산
sasai	아사이
sasae	아사에
sarun	아룬
sarum	아룸
sarsi	사시
sario	아리오
sarim	아림
sarig	아릭
sarie	아리에
saria	아리아
sarea	아레아
sarau	아라우
sarao	아라오
saram	아람
saral	아랄
sarai	아라이
sarag	아락
sarae	아래
sarab	아랍
sapio	아피오
sapal	아팔
sapag	아팍
sanyu	暗愚
sanyo	아뇨
sanyi	안의
sanya	아냐
sanwi	안위
sanwa	안와
sanui	아누이
santu	安土
santorini	산토리니
santisimo	산티시모
santisima	산티시마
santayana	산타야나
santarosa	산타로사
santaroga	반타로가
sansu	안수
sanso	안소
sansi	안시
sansa	안사
sanqi	暗器
sannomiya	산노미야
sannomaru	산노마루
sanni	안니
sanne	안네
sanmu	안무
sanli	安立
sanko	안코
sanju	安居
sanji	安積
sanja	안자
sanin	아닌
sania	아니아
sanho	안호
sanha	않아
sangjeong	장정
sanfu	安撫
sanes	아넷
saneo	아너
sanen	안엔
sanel	아넬
saneakira	사네아키라
šandu	安堵
sandu	安堵
sandi	安帝
sandelson	완델손
šanda	안다
sanbu	安部
sanbo	안보
sanan	아난
sanal	아날
sanai	아나이
samul	아물
samuelson	사무엘손
samso	암소
samsa	암사
samro	암로
samogitia	사모기티아
samjeondo	삼전도
samin	아민
samiljeol	삼일절
şamil	아밀
samil	아밀
samia	아미아
samga	암가
sames	아멧
samel	아멜
samdo	암도
sambu	암부
sambenedettese	삼베네데테세
samarinda	사마린다
salte	알테
salta	알타
salsu	알수
salpointe	알포인트
salme	앎에
salma	알마
salji	알지
salha	앓아
saldo	알도
saldi	알디
saldarini	살다리니
šalda	알다
salda	알다
sa-la	살아
sakwa	아콰
sakuramoto	쿠라모토
sakio	아키오
sakin	아킨
sakel	아켈
sakao	아카오
sakan	아칸
sakam	아캄
sakakihara	카키하라
sakae	아카에
šajin	아진
sajem	아젬
sajan	아잔
saito	아이토
saite	아이테
sairi	아이리
saire	아이레
saini	아인이
saine	아이네
saina	아이나
saimo	아이모
saima	아이마
saile	愛樂
saiki	아이키
saika	아이카
saijo	아이조
saiin	아이인
saigo	아이고
saige	哀歌
saidu	아이두
saido	아이도
sahwa	아화
saheb	샙
sahas	아핫
şahan	아한
saham	아함
sahab	아합
sagye	아계
sagua	아구아
sagt	삭토
sagon	아곤
saggi	악기
sagamigawa	가미가와
saenggang	생강
saeng	앵
saena	애나
saedi	애디
saeco	애초
sadou	阿斗
sadin	아딘
sadel	아델
sadda	아따
sadan	아단
sadal	아달
sadaedang	사대당
sadaakira	사다아키라
sacae	아채
sabun	압운
sabioneta	사비오네타
sabin	압인
sabel	아벨
şaban	아반
šaban	아반
saban	아반
sabai	아바이
saal	사살
ryuyu	유유
ryuya	유야
ryuta	유타
ryuku	유쿠
ryuko	유코
ryujo	유조
ryuji	諭吉
ryuho	유호
ryugu	유구
ryudo	유도
ryota	요타
ryongsong	용성
ryoma	요마
ryoko	요코
ryoki	요키
ryoji	요지
ryogo	요고
ryoga	요가
ryoan	요안
rweru	웨루
rwasa	와사
ruwan	우완
rutan	우탄
russ	루씨
russi	우씨
rusin	우신
rushi	うし
runje	운제
runen	우넨
runda	운다
runco	운초
rumma	움마
ruman	우만
rukai	우카이
rujun	우준
rujie	우지에
rugen	우겐
rudin	우딘
ruddi	루디
rudan	우단
rudai	우다이
ruchi	うち
ruari	우아리
ruane	우안에
rtase	탓에
rruga	루가
rrose	로세
rroma	로마
rrapi	라피
rozen	로엔
rowen	오웬
roura	오우라
roumi	오우미
roume	오우메
rouci	오우치
rotos	로토
rossi	오씨
rosinante	로시난테
rosie	오시에
rosia	오시아
rosey	로세
rosan	오산
rorie	오리에
roren	오렌
rorem	오렘
ropel	오펠
roose	오오세
roone	오오네
rooga	오오가
ronui	오누이
ronte	로테
ronse	온세
ronil	오닐
rongjiang	通江
rongguang	弘光
ronge	온게
rongcheng	攻城
ronga	온가
ronda	온다
ronan	오난
romni	옴니
romie	오미에
romen	오멘
rombo	옴보
rolin	올인
rokubungi	로쿠분기
rojin	오진
rohan	오한
rogun	오군
rogin	오긴
rogie	오기에
rogg	록기
roggi	옥기
roese	외세
roero	외로
rodzi	로디
rodot	로도
rodon	오돈
rodio	오디오
rodin	오딘
rodil	오딜
rodel	오델
rodan	오단
rocha	お茶
rocce	로체
robon	오본
robie	오비에
robel	오벨
robba	오빠
roaratorio	오라토리오
roana	오아나
rmana	마나
riyue	이유에
riyab	이얍
riusi	이웃이
riung	이웅
ritan	이탄
ritam	리암
risto	잇토
rissi	있이
risse	잇세
rison	이손
risom	이솜
risko	잇코
risio	이시오
risim	이심
risaralda	리사랄다
risan	이산
ririe	이리에
ripan	이판
riose	이오세
rinyo	인요
rinri	인리
rinpa	인파
ringu	인구
ringo	인고
ringe	잉에
rindi	インディ
rinda	인다
rinca	인차
rinan	인안
rimul	이물
rimon	이몬
rimmu	임무
rimma	임마
rimbo	임보
rimal	이말
rimae	이마에
rilke	일케
rilen	일엔
rildo	일도
rikuo	이쿠오
rijen	이젠
riječ	리제
riina	이이나
rihab	이합
rigon	이곤
rigil	익일
righi	익히
riggi	익기
rigau	이가우
rigan	이간
rigal	이갈
rieng	이엥
rieko	이에코
riege	이에게
riedo	이에도
ridon	이돈
ridel	이델
ridea	이데아
ridan	이단
ricos	리초
ricon	이촌
ribon	이본
ribji	입지
ribhu	입후
ribbi	입비
riang	이앙
riain	이아인
rhune	후네
rhuna	후나
rhuma	후마
rhone	호네
rhona	호나
rhome	홈에
rhoma	호마
rhodo	호도
rhoda	호다
rhisa	ひさ
rhime	히메
rheta	헤타
rheni	헤니
rhena	헤나
rheji	헤지
rheda	헤다
rhano	한오
rhana	ハナ
rhame	함에
rhaka	하카
rhaga	하가
reyan	惡言
retan	에탄
resse	에쎄
reson	에손
reshi	略式
resen	에센
resam	에삼
rerig	에릭
reona	어나
reole	얼에
renze	恩澤
renyi	엔의
renya	엔야
rensi	엔시
renno	엔노
renni	엔니
renke	엔케
renka	엔카
rengo	엔고
renge	엔게
renel	에넬
renea	에네아
rendo	엔도
renda	엔다
renco	엔초
remon	에몬
remma	엠마
remis	에밋
remes	에멧
remba	엠바
reman	에만
relja	엘자
rekoi	레키
rejse	레제
reiwa	에이와
reita	에이타
reisa	에이사
reipa	에이파
reiko	에이코
reika	에이카
reijo	에이조
reiji	에이지
reien	에이엔
regon	에곤
regil	에길
regan	에간
redon	ήδων
redington	에딩턴
redentore	레덴토레
redel	에델
recio	에치오
rebes	에벳
reben	에벤
rbati	밭이
rayad	라야
rawwa	라와
ravus	ラヴ
raung	아웅
raud	라우디
ratia	아티아
ratae	아태
rason	아손
rasim	아심
rasil	아실
rasem	아셈
rasel	아셀
raseiniai	라세이니아이
rarus	라루
raron	아론
raptu	라투
rappu	アップ
rapin	아핀
rapel	아펠
raoul	라울
raoni	아오니
ranzi	安子
ranya	아냐
ranum	아눔
ranui	아누이
ranpu	안푸
rann	란나
ranni	안니
ranna	안나
ranma	鞍馬
ranko	안코
ranke	안케
ranji	安積
ranin	아닌
ranil	아닐
rania	아니아
rango	안고
rangcheng	康成
randu	安堵
randi	安帝
ranae	아내
ramsi	암시
ramil	아밀
ramia	아미아
rames	아멧
ramel	아멜
ramco	암초
ramba	암바
ramanujan	라마누잔
raman	아만
ramal	아말
ramai	아마이
ramadorai	아마도라의
ralda	알다
rakin	아킨
rakim	아킴
rakel	아켈
rakai	아카이
rajin	아진
rajim	아짐
rajil	아질
rajib	아집
rajam	아잠
rajai	아자이
raiyu	愛育
raisi	아이시
raisa	아이사
raino	아이노
rainiharo	라이니하로
raine	아이네
raina	아이나
raimo	아이모
raimi	아이미
raima	아이마
raili	愛理
raile	愛樂
raiko	아이코
raig	라이가
raiga	아이가
raido	아이도
raida	아이다
rahim	아힘
rahen	아헨
rahas	아핫
rahan	아한
raham	아함
rahal	아할
ragon	아곤
raghu	악후
ragan	아간
raeco	애초
radua	아두아
radom	아돔
radol	아돌
radin	아딘
radda	아따
radas	아닷
radam	아담
racim	아침
racan	아찬
rabun	압운
rabot	라보
rabee	아베에
rabal	아발
qyuki	ゆき
qwara	와라
qutan	우탄
qurei	우레이
qurai	우라이
qunyi	운의
qumul	우물
quiyi	우이의
quing	우잉
queda	우에다
quchi	うち
quanzhuan	旋転
quanzhong	管仲
quanzhang	宣長
quanchong	拳銃
quancheng	圓成
qombo	옴보
qline	＿
qiyun	이윤
qiuci	이우치
qitai	いたい
qissi	있이
qissa	이싸
qiren	이렌
qiongshan	雄山
qiong	이옹
qingzhong	平塚
qingliang	定量
qingjiang	清江
qingchuan	明川
qingcheng	平成
qimin	이민
qimen	이멘
qikou	いこう
qijia	이지아
qidan	이단
qiaocheng	小乘
qianzhong	田中
qianxiang	天象
qianjiang	黔江
qiāng	清
qiangtang	講堂
qianchang	電場
qhera	헤라
qenya	엔야
qdoba	도바
qatul	아툴
qatin	아틴
qasim	아심
qasem	아셈
qarun	아룬
qarin	아린
qaran	아란
qanso	안소
qanon	아논
qango	안고
qandi	安帝
qamil	아밀
qamdo	암도
qalha	앓아
qalbi	알비
qaisi	아이시
qaida	아이다
qagan	아간
qadin	아딘
qadas	아닷
qaban	아반
pzero	ゼロ
pyura	유라
pyung	융
pyora	요라
pyong	慵
pyongyang	푱양
pyongsong	용성
pyone	요네
pyeongtaek	영태
pyara	やら
pyana	야나
pwani	완이
puyue	우유에
puwan	우완
putuoshan	普陀山
putih	菩提
putao	우타오
pussi	우씨
pusio	우시오
pusin	우신
pushi	うし
pusan	우산
puril	우릴
purie	우리에
pureo	우러
purea	우레아
punmu	운무
pungi	웅이
punda	운다
punam	우남
punakaiki	푸나카이키
pulgasari	풀가사리
puleo	울어
pulda	울다
pukui	우쿠이
puken	우켄
pujun	우준
pujie	우지에
púeri	페리
puchi	うち
ptwin	튄
ptang	汤
psoma	소마
psiri	시리
psion	시온
psili	실이
psara	サラ
prusa	루사
prume	룸에
prule	룰에
prudi	루디
pruce	루체
proun	로운
prota	로타
prosi	로시
prora	로라
promi	로미
prome	롬에
proli	롤이
proin	로인
progo	로고
prodi	로디
proco	로초
proci	로치
proca	로차
probo	로보
probi	로비
proba	로바
priya	리야
pring	링
prine	리네
prina	린아
prigo	리고
prigi	릭이
prien	리엔
priel	리엘
pridi	리디
prica	리차
priam	리암
prial	리알
preti	레티
preng	렝
premo	레모
preki	레키
prein	레인
preil	레일
prawa	라와
prato	라토
prate	라테
prama	라마
praia	라이아
prage	락에
praga	라가
praen	랜
pradu	라두
prade	라데
prada	라다
prabu	ラブ
powel	오웰
pouma	오우마
poulsoni	포물선이
potyomkin	포툠킨
poton	오톤
potel	오텔
potae	오타에
postu	포투
poson	오손
posin	옷인
posen	오센
porel	오렐
porag	오락
popan	오판
popal	오팔
ponterosa	몬테로사
pontarini	콘타리니
ponse	온세
ponil	오닐
ponge	온게
ponda	온다
ponci	온치
ponam	오남
pomerania	포메라니아
pombo	옴보
polti	올티
polri	올리
polke	올케
polge	올게
polga	올가
pokie	오키에
poito	오이토
poile	오일에
poike	오이케
pohli	폴이
pohangina	조항이나
pogon	오곤
pogie	오기에
poggi	옥기
pogan	오간
pogam	옥암
poesi	외시
podio	오디오
podil	오딜
podes	오뎃
poda	포이다
pocan	오찬
pobil	오빌
pobel	오벨
poana	오아나
pnuel	누엘
pnimi	님이
pniel	니엘
pneum	네움
plang	朗
piyue	이유에
piura	이우라
pitou	이토우
pitoi	이토이
pitao	이타오
pital	이탈
pissa	이싸
pisin	이신
pisie	이시에
piron	이론
pirin	이린
pirie	이리에
piria	이리아
piran	이란
pirai	이라이
pirae	이래
piora	이오라
pione	이온에
pioka	이오카
pinji	인지
pinin	인인
pinho	인호
pinha	인하
pingxiang	静香
pingu	인구
pingliang	定量
pingjiang	清江
pingchuan	明川
pingcheng	平成
pingchang	定常
pinga	인가
pineo	인어
pindo	インド
pinde	인데
pinal	이날
pimen	이멘
pimbo	임보
piman	임안
pimai	이마이
pilru	일루
pilma	일마
pilen	일엔
pilco	일초
pijin	이진
pijil	이질
pijia	이지아
pihan	이한
pigge	익게
pigal	이갈
pidou	이도우
pidal	이달
picon	이촌
pichi	いち
pican	이찬
pibul	이불
pibes	이벳
pibel	이벨
piang	이앙
phuwa	후와
phuti	후티
phuan	峘
phoui	호우이
phiri	히리
phine	히네
phina	ひな
phido	히도
pheum	흠
pheru	ヘル
pheri	헤리
pheng	衡
phele	헬에
pheil	헤일
phebe	헤베
phayu	하유
phaya	하야
phato	하토
phata	하타
phasa	하사
pharo	ハロ
phani	하니
phang	杭
phane	한에
phale	할에
phake	하케
phajo	하조
phair	孩兒
phaea	해아
phaan	하안
phaag	하악
pesel	에셀
pesci	엣치
peron	에론
perli	而立
peregusna	페르소나
peran	에란
perai	에라이
pepeu	에프
pepel	에펠
peoli	얼이
penya	엔야
penki	엔키
penka	엔카
penha	엔하
pengo	엔고
penge	엔게
pengcheng	甕城
pendi	엔디
pende	엔데
penco	엔초
pemon	에몬
pemba	엠바
pelri	엘리
pelei	엘에이
pekanbaru	페칸바루
pejoe	에조에
peiro	에이로
peire	에이레
peira	에이라
peiji	에이지
peiho	에이호
pegon	에곤
pegan	에간
pedoe	에도에
peden	에덴
payon	아욘
payan	아얀
payam	아얌
pawan	아완
pauta	아우타
patum	아툼
paton	아톤
patom	아톰
patol	아톨
pateo	아터
patau	아타우
patal	아탈
patai	あたい
patag	아탁
pasuq	パス
pason	아손
pasko	앗코
pasin	아신
pasil	아실
pasig	아식
pashi	アシ
pasea	아세아
pasai	아사이
parya	아랴
parun	아룬
parua	아루아
partu	파투
paron	아론
parom	아롬
parin	아린
parii	아리이
parao	아라오
paran	아란
paral	아랄
parai	아라이
papir	파피
papin	아핀
papia	아피아
papen	앞엔
paoni	아오니
panzi	安子
panyu	暗愚
panxi	安溪
panuy	파누
panum	아눔
pante	안테
panon	아논
panno	안노
panni	안니
panne	안네
panke	안케
panja	안자
panio	아니오
panin	아닌
pania	아니아
pangu	안구
panghuang	彷徨
pangerang	탕에랑
panfu	安撫
pandu	安堵
pando	안도
panderian	안드리안
panam	안암
panalpina	판알피나
panal	아날
panag	아낙
pames	아멧
pamel	아멜
pamba	암바
paman	아만
paltu	알투
palri	알리
palra	알라
palpa	알파
palmi	앎이
palko	알코
palha	앓아
palgi	알기
paldi	알디
palda	알다
pakua	아쿠아
pakla	팔아
pakin	아킨
pakil	아킬
pakes	아켓
pakarinen	아카리는
paiya	아이야
paira	아이라
paino	아이노
paiku	아이쿠
paiko	아이코
paige	哀歌
paidi	아이디
paide	爱的
paida	아이다
paibu	아이부
pahwa	아화
pahan	아한
paham	아함
pagwa	아과
pagon	아곤
paggi	악기
paega	애가
padua	아두아
padon	아돈
padin	아딘
padil	아딜
paden	아덴
padda	아따
padan	아단
padai	아다이
pacan	아찬
pabao	阿保
ozidi	子弟
ozero	ゼロ
ozero	ゼロ
ozawa	ざわ
ozaru	ざる
ozama	ざま
oyuki	ゆき
oyugi	육이
oyoun	요운
oyono	요노
oyoko	요코
oyoge	요게
oyata	얕아
øyane	厭惡
oyaki	야키
ōyake	やけ
oyabu	야부
oyaba	야바
owode	我的
oweta	웨타
owata	ワタ
