zya	זיא
eversham	וְשָׁם
evernham	ברנהאם
evel	בֶל
evatran	באטראנג
evasham	באשראם
evar	באר
evan	ואן
eurachem	רַחֵם
euan	וּאן
etty	טתי
etsy	טסי
etra	תרא
etor	תוֹר
etla	טלא
etka	תכא
etin	טִין
eten	תֵּן
etel	תֵל
étar	טאר
etar	טאר
etap	טאף
étan	טאן
etal	תַל
etah	טַה
esva	סוא
ēsus	סוּס
esus	סוּס
esur	סוּר
esun	שׂוּן
esty	סתי
estreats	סטראצ
estranho	סטראנה
estranha	סטראנה
estland	סטלאלנד
esth	סטה
estefany	סטפאני
essy	ססי
esra	סרא
esqr	סקר
esop	סוֹף
eson	סוֹן
esna	סנא
esma	סמא
esmarch	שמארח
esla	סלא
esir	סִיר
esin	סִן
eshu	שוּ
esho	שוֹ
esha	שָׁ
eshalomi	שָלוֹם
eset	סֵט
eser	סֵר
esel	סֵל
esch	סח
esay	סאי
esat	סאת
esam	שָׂם
esad	סאד
eryn	רין
eryl	ריל
eryk	ריך
erya	ריא
erya	ריא
erus	רוּס
ertz	רטז
ertl	רתל
erth	רטה
erta	רתא
éros	רוֹס
erobert	רוֹבֶּרְט
erny	רני
erle	אֱלֵי
erla	רלא
erka	רכא
eriq	רִיק
eriason	רִאשׁוֹן
erhardt	ארהארדט
erft	רפת
erchana	רוחאנא
eraz	ראז
eray	ראי
erap	ראף
eran	רַן
eran	רַן
epad	פַּד
enys	ניס
enysham	נישאים
enyd	ניד
enya	ניא
entsehen	אֶתְהֶן
entp	נטף
enth	נטה
eno	בֶנוֹ
enns	ננס
enkh	נכה
engs	נגס
engr	נגר
englysh	אנגליש
engh	נגה
engg	נגג
enes	נֵס
enel	נֶל
endy	נדי
endt	נדת
endl	נדל
enav	נאב
énas	נאס
enan	נאן
enam	נאם
enak	נאך
emys	מיס
emyr	מיר
emyn	מינ
emyl	מיל
emun	מוּן
emst	מסת
emsh	מש
emry	מרי
emra	מרא
emma	ממא
emly	מלי
emis	מִיס
emin	מִין
emim	מִים
emes	מֵס
emer	מֵר
emda	מדא
emch	מח
emar	מאר
emap	מאף
emam	מאם
emal	מאל
emad	מאד
elzy	לזי
elys	ליס
elyn	לין
elya	ליא
elvy	לוי
elvesham	וְשָׁם
elvegard	לוגארד
elva	לוא
eltmann	ליטמאנן
elta	לטא
elst	לסט
elsk	לסך
elsh	לש
elshemin	שְׁמִין
elsa	לסא
éloy	לוֹי
eloy	לוֹי
elos	לוֹס
elna	לנא
elmy	למי
elmtaryd	למטריד
elmberg	לֶמבֶּרג
elly	ללי
elln	ללן
ellamar	ללאמארק
elka	לכא
elin	לִין
elil	לִיל
elgh	לגה
elgg	לגג
eley	לֵיי
elevado	לְבַדּוֹ
elet	לֵית
eles	לֶס
elefants	לפאנץ
eldy	לדי
eldr	לדר
eldn	לדן
eldh	לדה
elchanan	חָנָן
elatina	לָטִינָה
elas	לאס
elad	לאד
ekur	כּוּר
ekta	כתא
ekstrand	סטראנד
ekos	כּוֹס
ekan	כאן
ékam	כאם
ejaz	ג׳אז
ehud	הוּד
ehrt	הרט
ehor	הֹר
eharmony	הארמני
ehan	האן
egyn	גין
egra	גרא
egoy	גּוֹי
egor	גוֹר
egns	גנס
egla	גלא
eger	גֵר
egerland	גרלאנד
egas	גאס
egar	גאר
egan	גאן
egad	גָד
efta	פטא
efsa	פסא
efon	פוֹן
effy	פפי
effa	פפא
efes	פֶס
efen	פֶן
efay	פאי
efal	פאל
eele	אֱלֵי
edze	דזֶ
edvardas	בארדאס
edun	דוּן
edra	דרא
edos	דוֹס
edom	דוֹם
edna	דנא
edla	דלא
edey	דֵיי
éder	דֶר
éden	דֵן
eday	דאי
edar	דאר
edan	דאן
edah	דָּה
echu	חוּ
echh	חה
echeverz	חֶבֶר
echa	חא
ebon	בּוֹן
eboa	בּוֹא
éber	בֶּר
ebel	בֶּל
ebal	בַּל
eazy	אזי
eath	אתה
eata	אטא
eastham	איסטהאם
eash	אסה
earnhart	ארהארט
earland	גארלאנד
ēana	אנא
ealy	אלי
eald	אלד
eala	אלא
eafa	אפא
eady	אדי
eads	אדס
dzym	זים
dzot	זֹאת
dzal	זאָל
dzak	זאך
dyosynth	יסינטה
dyen	יֵן
dydy	ידי
dyda	ידא
dyda	ידא
dyas	יאס
dyar	יאָר
dyan	יַן
dyal	יאל
dyah	יאה
dvůr	דור
dvor	בוֹר
dvor	בוֹר
dvin	בִן
dvar	באר
dval	ואל
duanfang	אנפאנג
dtac	דטא
dstl	סטל
drot	רוֹט
dros	רוֹס
dron	דרן
drom	רוֹם
drevland	רולאנד
drda	רדא
dras	ראס
drap	ראף
drak	דאך
dragash	דראגאש
drachman	רחמאן
dpal	דאל
domů	דוֹם
domě	דוֹם
dntl	נטל
dmin	מִין
dlya	ליא
djaq	ג׳אק
distants	סטאנצ
dinh	דנה
dịch	דח
dhon	הוֹן
dhin	הִין
dhia	הִיא
dhat	האָט
dhabaqa	הַבָּקָר
devoney	גְווֹנֵיי
deutekem	אֶתְכֶם
desz	דֶס
dera	דרא
denh	אֶנה
delisha	אֱלִישָׁע
delftsch	לפצח
delevin	קֶלְוִין
dazz	אזז
dazu	דאז
dayz	איז
dayv	איו
dayr	איר
dayo	דאי
dayi	דאי
davy	אבי
daum	אֻם
daul	דאל
dath	אתה
dashrath	שראתה
dashnak	אשנבאך
dary	ארי
darvasy	ארואסטי
darp	ארף
darnard	בארנארד
darl	ארל
darland	גארלאנד
darktan	ארכתאון
darg	ארג
dard	ארד
dará	דאר
darayya	סאראייא
daqn	אקן
daom	אוֹם
daod	אוֹד
danz	אנז
dany	אני
danu	אָנוּ
danl	אנל
dani	אָנִי
dani	אָנִי
danh	אנה
ḍang	אנג
dand	אנד
damm	אממ
damanak	אלמאנאך
dalv	אלו
dalstroy	אלסטרי
dalm	אלמ
dalavan	באלאבאן
dalaman	סאלאמאן
daks	אכס
dake	דאך
daio	אִיוֹ
daim	אִם
dahr	אהר
dahm	אהמ
dagy	אגי
dagr	אגר
dagh	אגה
dagg	אגג
dafu	דאפ
dafa	אפא
daet	אֵת
daes	אֵס
daen	אֵן
dael	אֵל
dadv	אדו
dade	דאד
dadd	אדד
daby	אבּי
daaraan	דאראבאן
daah	אאה
czyz	זיז
czyl	זיל
cziv	זִיו
czas	זאס
cyrs	ירס
cyro	ירוֹ
cyrk	ירך
cyns	ינס
cyno	ינוֹ
cylk	ילך
curi	וּרִי
cuno	וּנוֹ
cung	וּנג
cuan	וּאן
ctv	חטב
ctlz	טלז
csop	סוֹף
cset	סֵט
cseh	סְה
csar	סאר
crystar	טריסטאר
cryn	רין
crya	ריא
crun	רוּן
crum	רוּם
croyland	רילאנד
crot	רוֹט
črna	רנא
črna	רנא
cravant	בראבאנט
crad	ראד
craa	ראא
cosalach	סאלאח
cohanim	כֹּהֲנִים
cntl	נטל
cnam	נאם
cmnd	מנד
cmdr	מדר
çmat	מאת
cmar	מאר
clym	לים
clun	לוּן
clin	לִין
cley	לֵיי
cleberg	לֶמבֶּרג
clayland	לילאנד
claydale	לאידאל
clat	לאט
clashach	לשאח
clar	לאר
clah	לַ‏ה
chyz	היז
chyrchyk	הירחי
chyl	היל
chyhyryn	יהירין
chuq	הוּק
chud	הוּד
chryston	הריסתן
chòu	חוּ
chodesh	חֹדֶשׁ
chochmah	החמאה
chla	הלא
chinteni	הִנְנִי
chinensi	הִנְנִי
chhe	חְ
chha	ההא
chhachh	ההאחדה
cheylard	הילארד
chevrier	חֶבֶר
ches	הֶס
cheleken	הֵלֶךְ
chelchel	הֵחֵל
cheh	הֶה
chaz	האז
chavvah	האוואש
chavaleh	הַאלֶה
chầu	חוּ
chāt	חט
chashmah	האשמה
chartley	הארטלי
charnvit	הארנבת
charnas	הפארנאס
chanfang	אנפאנג
chanesar	האנסאר
chandran	האנדאן
chandani	האנדאן
chamori	הָאֱמֹרִי
chalfont	האלפנט
chalfant	האלפנט
chalands	האלאדס
chagatay	אגאטאי
chafets	חָפֵץ
chachar	שָׁחַר
chacham	האחראם
cerakah	בְרָכָה
cele	אֱלֵי
cayn	אינ
cauz	אוּז
catz	אטז
caty	אתי
catt	אתת
catalent	אטאלנט
casy	אסי
casterly	אסטרלי
castang	אסטאנגה
casp	אסף
cashtal	אשתאול
casg	אסג
casanas	אוסאנאס
casamara	סאמארא
carz	ארז
cary	ארי
cartland	ארטלנד
carneals	ארנאלס
carm	ארם
carland	גארלאנד
carhartt	ארהארט
carg	ארג
carentan	אָרְנָן
caravane	אראבאן
caravane	אראבאן
caraman	קאראמאן
caos	אוֹס
caor	אוֹר
caol	אוֹל
cany	אני
cantlers	אנטלרס
cann	אנן
cang	אנג
canarrah	אנאראה
camy	אמי
caml	אמל
calzaghe	אלזאגה
calt	אלת
caltrans	לטראנס
caln	אלן
calk	אלכ
calimere	אִמְרֵי
çala	אלא
calarts	אולארצ
calahan	קאלאהאן
cainito	חֲנִיתוֹ
caim	אִם
cail	אִיל
cahn	אהן
cahm	אהמ
caha	אהא
cafa	אפא
cady	אדי
cach	אָח
bzyp	זיף
byun	יוּן
bystryn	קיסטרין
byrn	ירן
byrd	ירד
byra	ירא
byon	יוֹן
byom	יוֹם
byng	ינג
byngham	בינגהאם
bygland	ויגלאנד
byen	יֵן
byas	יאס
byam	יַם
buug	בּוּג
buno	וּנוֹ
buchanan	חָנָן
buan	וּאן
bttm	תתמ
btry	טרי
brys	ריס
brym	רים
bryk	ריך
bryg	ריג
brya	ריא
bryants	ריאנצי
bruz	רוּז
brus	רוּס
brun	רוּן
brom	רוֹם
broechem	רֶחֶם
brna	רנא
brgy	רגי
brdy	רדי
brch	רח
brav	ראו
bratland	ראטלנד
brar	ראר
brandval	רנדואל
bramall	ראמאללה
brachman	רחמאן
boze	בּוֹז
borovets	רֹבֵץ
bocharev	חָרֶב
bnos	נוֹס
blyn	לין
blyf	ליפ
blvr	לבר
blvd	לבד
bluz	לוּז
blut	לוּט
bloy	לוֹי
blos	לוֹס
bloq	לוֹק
blin	לִין
bley	לֵיי
bles	לֶס
blel	לֵיל
blay	לאי
blatchly	לאתחל
blar	לאר
blaq	לאק
blan	לאנ
blan	לאנ
blandra	לאנדראס
blandano	לאָנדאָן
blandain	לאָנדאָן
bihudah	לִיהוּדָה
bhin	הִין
bhavarth	אוארטה
bhatiary	האטארי
bhas	האס
bhashyam	האשים
bharuch	הָרוּחַ
bharats	האראסטס
bharath	האריאטה
bhan	האן
bhangarh	האנגרה
bhandaar	הַדָּאר
bhal	האל
bhagrang	הגראנג
bhad	האד
beze	אֶזֶ
beyn	בֶּן
bestehen	אֶתְהֶן
besharah	שאראה
bergner	בֶּרגנֶר
bergers	בֶּרגנֶר
bergeri	בֶּרגנֶר
berchman	רחמאן
berakah	בְרָכָה
benh	אֶנה
bemberg	לֶמבֶּרג
belmarsh	למארש
belgrand	לגראנד
belfalas	לפאלאס
belevedere	בֶּלְוֶדֶרֶה
bdin	דִין
bazz	אזז
bayn	אינ
bayn	אינ
baynham	איקנהאם
baym	אים
bayh	איה
bayg	איג
bavi	אָבִי
bava	אוא
baur	אוּר
baun	אוּן
baum	אֻם
batz	אטז
baty	אתי
basrans	אסטראנס
basl	אסל
bashere	אַשְׁרֵי
bashayer	אשאיר
bashadar	שאדאר
bart	ארט
bart	ארט
bartsal	ארציאל
barrayar	אראיאר
barq	ארק
barnwals	ארנאלס
barnstar	ארנסטר
barnhard	ארהארד
barnard	בארנארד
barland	גארלאנד
bardylis	ארדילס
barchart	ארהארט
barchard	ארהארד
barachel	רָחֵל
baqt	אקט
baqr	אקר
baqarah	עֲקָרָה
baor	אוֹר
baol	אוֹל
banz	אנז
banitsch	אנצח
bangara	אנגאראב
banderas	אנדראס
bamy	אמי
bama	אמא
bamachaneh	לַמַּחֲנֶה
balz	אלז
balzary	באלזארי
baly	אלי
balykshy	אלישי
balykchy	אליחי
baluran	אלקֻראן
balp	אלף
balhaldy	אלהאדי
balg	אלג
balchild	אלחלד
balasar	אלאסראר
balasan	אלבאסאן
balamand	אלמאנד
baky	אכי
bakt	אכט
bakr	אכר
bakh	אכה
baishakh	אִשָּׁה
bairnals	ארנאלס
baip	אִפּ
baio	אִיוֹ
baingana	אִינַנַ
bahm	אהמ
bahl	אהל
baharon	זַהֲרוֹן
bagt	אגת
bagn	אגן
bagg	אגג
bafq	אפק
bafa	אפא
baes	אֵס
baen	אֵן
badl	אדל
badd	אדד
badaber	אֲדַבֶּר
baas	אאס
baalath	אואלאטה
baai	אאִ
baah	אאה
baad	אאד
azyr	זיר
azyk	זיך
azt	אזלת
azra	זרא
azog	זוֹג
azer	זֵר
azen	זֶן
azay	זאי
azal	זאָל
azak	זאך
azaf	זאפ
ayun	יוּן
ayta	יתא
äynu	ינוּ
aynu	ינוּ
ayma	ימא
aylesham	לְשָׁם
ayisyen	יִישְׂייֵן
ayet	אֵת
ayeshah	ינְשָׁה
ayen	יֵן
ayda	ידא
ayaz	יאז
ayar	יאָר
ayaq	יאק
ayad	יַד
awad	אאד
avys	ויס
avyi	ויִי
avul	בוּל
avry	ורי
avra	ורא
avrahami	בראהאם
avol	בוֹל
avlu	ולוּ
avil	וִיל
avey	בֵיי
aveyard	וְיָרַד
aven	וֶן
avenamar	וְאָמַר
avel	בֶל
aveh	וֶה
avea	אוא
avaz	ואז
avatele	וַתֵּלֶד
avas	באס
avarayr	באראהיר
avak	באכ
auss	אסס
auri	וּרִי
aung	וּנג
atya	תיא
atul	אתל
atty	טתי
aton	טוֹן
atka	תכא
athy	תהי
átha	טהא
atha	טהא
atet	תֵּת
atch	תח
atay	טאי
atav	טאו
atat	תאת
ātar	טאר
atarashi	טאראש
ataq	טאק
atam	תאם
atal	תַל
atah	טַה
atad	תאד
ataa	טאא
asyr	סיר
asyl	סיל
asva	סוא
asus	סוּס
asur	סוּר
asud	סוּד
astravan	סטרואן
astramar	סטראמר
astrakan	סטראכן
astorino	טוֹרִינוֹ
astland	סטלאלנד
astartes	סטארצ
astafyan	סטפיאן
assy	ססי
asra	סרא
äsop	סוֹף
ason	סוֹן
asna	סנא
asma	סמא
asla	סלא
askhabat	שַבָּת
asir	סִיר
asio	אִיוֹ
ashvaka	שאבאכא
ashu	שוּ
asht	שט
ashtarak	שתארך
ashlands	שלאנס
ashk	סהכ
ashkhar	שכשאר
ashkhar	שכשאר
ashgabat	שַבָּת
asharism	שָׁרִים
ashantis	שאנץ
ashanath	שנאתה
ashalla	שאלמלא
asfa	ספא
asch	סח
asay	סאי
asan	סַן
asag	סאג
āsaf	סאפ
arzy	רזי
arza	רזא
arzachel	רָחֵל
aryz	ריז
arystan	טריסטאן
arvy	רבי
arvydas	ארבידאס
arus	רוּס
arun	רוּן
artz	רטז
artt	רטט
arst	רסט
arri	ארר
arre	ארר
åros	רוֹס
aroi	רֹאִי
arny	רני
arnt	רנט
arns	רנס
arnn	רנן
arnd	רנד
ärna	רנא
armandii	ארמאנד
arlt	רלט
arky	רכי
arka	רכא
ariq	רִיק
arif	ארפ
argy	רגי
argh	רגה
arfa	רפא
aref	ארפ
ardy	רדי
ardh	רדה
arda	רדא
araz	ראז
arar	ראר
araq	ראק
aransas	אראנסאס
arandhan	אנדהאן
arag	ראג
araf	ראפ
aqsa	קסא
aqra	קרא
aqht	קהת
aqen	קֵן
aqar	קאר
apol	פּוֹל
apni	אָנִי
apen	אֵן
apar	פַּר
anuu	אָנוּ
anur	נוּר
anun	נוּן
antz	נתז
anty	נטי
anth	נטה
ansy	נסי
ansharut	נשארת
anqā	אנק
anor	נוֹר
anky	נכי
ankt	נכט
anir	נִיר
angy	נגי
angs	נגס
angl	נגל
angland	ענגלאנד
angband	אנגבאנד
anesaki	נְסָכִים
anen	נֵין
anel	נֶל
andriyan	נדריאן
andk	אנד
andh	נדה
andc	אנד
andc	אנד
anat	נאת
ánar	נאר
anaq	נאק
anapolis	נָפּוֹלִי
anan	נאן
anandvan	אנדואן
anad	נאד
anaa	נָא
amzy	מזי
amza	מזא
amys	מיס
amyranth	מירנטה
amyn	מינ
amynthor	אמינטה
amya	מיא
āmul	מוּל
amqa	מקא
ámos	מוֹס
amon	מוֹן
amol	מוֹל
amka	מכא
amirsham	מִשָּׁם
amha	מהא
amga	מגא
amey	מֵיי
amet	מֵת
ames	מֵס
amer	מֵר
amendiel	מֶנדֶל
amdt	מדת
amda	מדא
amaz	מאז
amatlan	מאטילאן
amateau	מָצְאוּ
amastris	מאסטרס
amariah	מָרִינָה
amaranto	מָרָנוֹ
amaq	מאק
a'l	אפעל
alys	ליס
alyn	לין
alya	ליא
alvy	לוי
alva	לוא
alvarius	אלבארס
alun	לוּן
alua	אלא
alty	לטי
altmann	ליטמאנן
alterans	לטראנס
älta	לטא
alsy	לסי
alqʷ	אלק
al-qamar	אלקמאר
alpinana	אִינַנַ
aloy	לוֹי
alna	לנא
alme	אלְ
almarcha	למארח
almantas	למאנצ
almanak	אלמאנאך
almaligh	למאלגה
allk	אלל
allg	ללג
allagash	לַגַש
alke	לךְ
aliveri	לִבְרִית
alishang	לשאנג
alin	לִין
alin	לִין
alhfrith	להפרטה
alha	להא
algy	לגי
alge	לגְ
alft	לפט
alfo	אלפ
aley	לֵיי
aleksandre	אלֵכּסַנדרֵה
alecheim	לֶחֶם
aldy	לדי
albero	קָלַבְּרוֹ
albano	אַלְבָּנוֹ
alatash	מלאטאש
alashan	לאספהאן
al-asar	אלאסראר
al-aqsa	אלאקצא
al-aqmar	אלקמאר
alan	לאנ
alandra	לאנדראס
alamans	לאמאנש
alak	לאך
alaj	אלא
alag	לאג
alad	לאד
alaa	לַא
akut	אכט
akta	כתא
aksy	כסי
akst	כסת
aksa	כסא
akra	כרא
akna	כנא
aken	כֵן
akat	כאט
ailesham	לְשָׁם
ahva	הוא
ahun	הוּן
ahua	הוּא
ahrn	הרנ
ahreman	הֶרְמַן
ahna	הנא
ahly	הלי
ahlström	הלסטרם
ahlstrom	הלסטרם
ahla	הלא
ahla	הלא
ahda	הדא
ahaz	האז
aḥar	אאר
ahal	האל
agya	גיא
agur	גּוּר
agul	גוּל
agra	גרא
agor	גוֹר
agny	גני
agly	גלי
agfa	גפא
agda	גדא
agay	גאי
agas	גאס
agan	גאן
agah	גאה
agag	גאג
agad	גָד
afra	פרא
afaq	פאק
afan	פאנ
afaf	פאפ
ævar	באר
aeur	אוּר
adza	אדא
adys	דיס
adyl	דיל
adul	אדל
adud	דוּד
adra	דרא
adny	דני
adna	דנא
adly	דלי
adia	אדא
adey	דֵיי
ader	דֶר
addy	דדי
aday	דאי
adar	דאר
adan	דאן
ådal	דאל
adalvard	אלוארד
adak	דאך
adad	דאד
achu	חוּ
achshav	חשדאו
acha	חא
acharyan	האריאן
abur	בּוּר
abuk	בּוּך
absynthe	אסינטה
aboa	בּוֹא
aben	בֶּן
abda	אדא
abam	בָּם
aaya	איא
aata	אטא
aasa	אסא
aart	ארט
aars	ארס
aard	ארד
aani	אָנִי
aana	אנא
aama	אמא
aall	אלל
aag	אלאג
aaen	אֵן
aaby	אבּי
8ary	ארי
7ven	וֶן
6sup	סוּף
6mdm	מדם
5ttt	תתט
5tar	טאר
4mls	מלס
3sat	סאת
3net	נְט
2'nd	ענד
2and	אנד
1stp	סטף
1net	נְט
1mya	מיא
yirmeyahu	יִרְמְיָהוּ
yehonathan	יְהוֹנָתָן
vayishlach	יִשְׁלַח
vatsyayan	ואטסיאיאנה
valentino	סָלֶנְטִינוֹ
udayavarma	איאוָ‏רמאן
tharaldsen	האראלדסון
shahenshah	שאהנשאה
salentino	סָלֶנְטִינוֹ
rangeline	אנְגְלִינְג
ramavarman	איאוָ‏רמאן
nechemyah	נְחֶמְיָה
naravarman	איאוָ‏רמאן
meshanshah	שאהנשאה
maravarman	איאוָ‏רמאן
manavarman	איאוָ‏רמאן
leyisrael	לְיִשְׂרָאֵל
langerhans	לאנגרהאנס
kyrgyzstan	קירגיזסטן
kushanshah	שאהנשאה
kirmanshah	כרמאנשאה
kermanshah	כרמאנשאה
jatavarman	איאוָ‏רמאן
hashulchan	שֻׁלְחָן
friderike	פְרִידְרִיךְ
estratford	סטראטפורד
darnstaedt	ארנשטאדט
dadlyngton	אדלינגטון
chananyah	חֲנַנְיָה
zytaruk	יתארך
zymymar	מימאר
zyldav	וילדאו
zvasiya	באסיא
zustand	סטאנד
zshell	שְׁלַל
zorach	קֹרַח
zoharah	הָרָה
znanost	נאנסת
znanost	נאנסת
zmeskal	מְכָל
zlatar	לאטארי
zlatan	סלאטאן
zishang	שאנג
zikaras	כאראס
zhushan	השאן
zhunang	הנאנג
zhizang	הזאנג
zhifang	הפאנג
zhelev	חֵלֶב
zhatay	האטארי
zhaoyan	האיאן
zhaohua	הַהוּא
zhangs	הגאנגס
zhanfan	אנפאן
zhanar	האנסאר
zhamnov	האמנו
zhambyl	האמיל
zhalta	האלטאי
zhadyra	האדרא
zestars	סטארס
zerach	קֶרַח
zenekar	נֵכָר
zemach	קֶמַח
zelodec	אֱלֹדֵ
zeeman	נֶאֱמָן
zébulon	בּוּלוֹן
zebulon	בּוּלוֹן
zeamer	יֵאָמֵר
zdarsky	דארסי
zdansky	דאנסי
zazengi	זֶנגִי
zazengi	זֶנגִי
zaytsev	איטסו
zaydani	אידאן
zaychar	איחר
zavkhan	אוהאן
zavarov	אוארו
zavalaz	באלאז
zavada	אבאדאן
zaslav	זאסלאב
zaslavl	אלאול
zartust	ארטסט
zartman	ארמאן
zaretan	אֵיתָן
zardana	ארדאן
zaratas	ארטאס
zararah	ארארה
zarang	אוראנג
zarand	ארמאנד
zanvyl	אנוויל
zantas	אנטנאס
zanskar	אנסאר
zannas	אננאיס
zangnan	אנגאן
zangma	אנגמאר
zangana	אנגאן
zandts	אנדרצ
zandra	אנדראו
zandman	אנדמן
zanders	אנדרס
zanaro	טָנָרוֹ
zanaros	אנארס
zanana	אִינַנַ
zamantı	אמאנת
zalykis	אליכס
zaltman	אלמאן
zalmay	אלמאני
zalavár	אלאור
zakary	זאכארי
zahiris	אִירִיס
žagata	אָגָטָה
zagars	אגוארס
zafran	אופראן
zadran	אודראן
zadrans	אדאנס
zachia	אָחִיךָ
zachęta	אחטא
zacher	אַחֵר
zachery	אחרי
zachem	רַחֵם
zachar	אַחַר
zachary	אחרי
zabulon	בּוּלוֹן
zabulon	בּוּלוֹן
yzerman	זְמַן
yukhary	כהארי
yuddham	דדהאם
yuanyan	אניאן
ysgard	אסגארד
yovych	יוכיח
youvene	וּבְנֵי
yosheh	מֹשֶׁה
yongary	נגארי
yondan	דינדאן
yonadam	נאדאם
yoldath	לדאטה
yolanda	לאנדא
yngvars	גוארס
yllanes	ללאנס
ylanan	לאָנדאָן
yishay	יִשָׁי
yinyuan	יִייוּן
yiftach	פתאח
yevitch	יבטח
yevhraf	והראפ
yeshnan	שנאן
yerseke	אֶרֶךְ
yeluohe	אֱלֹהֵי
yelland	ללאנד
yehudi	יְהוּדִי
yeamans	אמאנס
yeakel	יֵאָכֵל
yavansa	אואנס
yat-yan	אטיאן
yatake	אוֹתָךְ
yashvil	אסהול
yashpal	אשאל
yashlyk	אהליך
yashan	אספהאן
yartsev	ארצו
yarsans	ארסאן
yarmuth	ארמטה
yarmony	ארמני
yarlung	ארלנג
yarling	ארלנג
yarlang	אלאנג
yardmen	ארדמן
yardly	ארדליי
yaqdhan	אדהאן
yaoyan	יאניאן
yanyuan	אניאן
yanyong	אנינג
yantar	אנצאר
yantala	אנטאל
yanshin	אנשן
yanovsk	יאנוך
yanmar	אנמארי
yangtse	אנגצ
yangsan	אנסאן
yangren	אנגרן
yangory	אנגרי
yanglan	אנגאן
yangans	אנגאן
yangang	אנגאן
yandra	אנדראו
yanaros	אנארס
yamnaya	אמנאי
yamnarn	אמנאר
yamash	אמאסטה
yamara	סאמארא
yamanis	אמאנס
yamandu	אמאנד
yámanas	מאנאס
yamamah	אמאמה
yaltah	אמלתאה
yafran	אופראן
yadigar	אדגאר
yadegar	אדגאר
yadavs	אמדאוס
yackam	אחכאם
yachty	קאחתי
yachdav	אחאב
yachatz	אָחָז
yachats	חאצ
yachad	אתחאד
xymelyn	יֶלין
xunyang	ניאנג
xuanyan	אניאן
xuangan	אנגאן
xtrmntr	טרנטר
xserves	סֶרֶס
xinyang	ניאנג
xianfan	אנפאן
xhelal	שְׁלַל
xatruch	אטרח
xandros	אנדרס
xandra	אנדראו
xanders	אנדרס
xanbars	אנארס
xanana	אִינַנַ
xamanha	אמאנה
xaaslay	אסלאי
xaaron	בָּאָרוֹן
wythall	יתהלל
wyrsch	ירצח
wynonah	יוֹנָה
wynant	וינאנט
wynants	נאנצ
wynalda	ינאלד
wyllyng	ילינג
wyllyam	לליאם
wyland	מילאנד
wyands	יאנדקס
wushang	שאנג
wulland	ללאנד
wrysgan	ריגאן
wratsch	רצח
wrangel	ראנגל
wotsits	צִיץ
woleben	לֶבֶּן
wogaman	גאמאן
wizeman	זְמַן
wishram	שראם
wishon	קִישׁוֹן
wishman	שמאן
wishart	שארט
wishard	שארד
willans	ללאנס
willand	ללאנד
wichard	חארד
whyland	הלאנד
whybray	היראי
whteman	הטמאן
whitman	הטמאן
whetter	האֶתֶר
