zita	自他
sanlun	言论
sankai	南開
sanjiva	鞍架
sanjie	甘结
sanjan	安閒
sanifu	丧夫
sanhuri	安徽
sanhani	暗害
sanhaji	暗害
sangza	綁紮
sangye	岡野
sanguma	鞍掛
sanguia	鞍掛
sangqu	浪曲
sangpu	湯浦
sangma	当麻
sangli	洋梨
sangla	方腊
sangju	抗拒
sanger	苍耳
sanesi	安樂死
sanduo	幡多
sandon	安東
sandin	安定
sandig	安定
sandie	慘跌
sandia	鞍点
sanden	安登
sandel	暗地裡
sandane	黯淡
sandaki	安代
sancho	暗潮
sanchi	樊迟
sanchia	安插
sanche	滿車
sanchar	安插
sancai	飯菜
sanaiya	耐压
samsing	阿明
samito	阿弥陀
samiran	愛染
samding	阿明
samalan	馬蘭
samake	巴馬科
samagan	麻杆
salvian	阿利安
salonu	少女
salong	雅隆
saloman	傲慢
salming	阿明
sallian	阿利安
saliya	瑪利亞
saling	大嶺
salimu	塔里木
saliman	豊満
salieri	烈日
saliban	栗坂
salians	阿利安
saletan	樂壇
salesi	安樂死
salanta	蘭塔
salambo	阿拉伯
salajin	拉紧
salaban	蜡板
sakushu	枯樹
sakoman	傲慢
sakichi	愛吃
şakaiki	開き
sakaide	开得
sajama	じゃじゃ馬
saizen	爱憎
saiyans	礙眼
saiwai	排外
saitou	奶頭
saitani	哀叹
saishuu	矮樹
saisai	開賽
saipin	奶品
saipan	胎盘
sainete	艾略特
sainei	胎内
sainati	欸乃
sainani	欸乃
sailani	愛蘭
saiken	开垦
saikai	再開
saihan	耐旱
saigon	愛弓
saifei	白费
saidani	愛戴
saidah	爱达荷
saicho	哀愁
saiban	白斑
saibai	愛不愛
sahama	巴哈馬
sageda	大哥大
sagaing	阿冈
saeming	惡名
sæmingr	明兒
sadangu	淡谷
sachen	打沉
sachau	阿茶局
sabang	發榜
sabanci	頒賜
sabaku	喇叭褲
saalian	阿利安
ryutin	宇田
ryusho	玉手
ryushin	裕士
ryusaki	淤塞
ryukoku	御寇
ryujun	越军
ryūichi	義持
ryuichi	義持
ryouko	遊廓
ryosuke	遊客
ryoshi	有时
ryosen	有森
ryojun	友軍
ryōichi	義持
ryoichi	義持
ryohei	黝黑
ryoanji	演技
ryning	宜宁
ryeong	冶工
ryeland	叶兰
ryding	亞丁
rybachi	罢斥
ryania	嚴加
ryandan	岩岸
ruzhou	橘洲
ruzhen	誤診
ruyang	湖陽
ruteng	宇藤
rusudan	苏丹
rusong	雾凇
rushen	屈伸
rushana	紗那
ruping	劇評
ruofei	作廢
ruofan	脱藩
runzhi	轮值
runyan	巡演
runoko	女のコ
runhou	君侯
rungan	筍乾
rummeli	入梅
ruming	慕名
rumeida	没打
rumagan	麻杆
rulong	舞龙
rujing	素淨
ruizhi	退職
ruishi	窺視
ruishe	會社
ruijin	碎金
ruihua	葵花
ruibao	匯報
rugunda	滚打
rudeman	地幔
rubifen	比分
ruatan	花壇
ruanda	亂打
ruadan	華誕
rozhen	破陣
rozen	弱震
roylei	肉類
routan	豆炭
rourke	柔韌
rourans	偶然
roumen	斗门
roumeli	歐美
roulin	蹂躪
roujin	投進
rouhou	厚厚
roughan	偶感
roufei	后妃
rouche	透徹
rouben	投奔
rotalia	他倆
rosika	奥斯卡
roshou	伯寿
roshiya	施压
roshini	世に
roshen	魔神
rosanbo	散播
ronglu	荣禄
rongli	農曆
rongji	紅雞
ronghe	松合
ronger	從而
rongen	鸿恩
rongdi	鬆啲
ronaoke	脑壳
roming	倭名
romasha	麻紗
romansu	慢速
rolande	爛的
rokugan	枯干
rodong	破洞
rodeman	地幔
rodange	耽擱
rochen	博臣
rizhao	比照
rizaiya	再壓
riyong	愛用
riyashi	雅史
riwoche	卧车
rishiri	飾り
rishaba	沙壩
rinzai	欽哉
rinshi	進士
rinsen	陰森
rinman	隐瞒
rinken	林垦
rinkai	新開
ringma	静馬
ringen	銀根
ringen	銀根
ringan	興安
rilong	斯隆
rilian	历练
rikushu	枯樹
rikeman	客滿
rihanna	漢那
rigong	起工
rigang	笹岡
rietan	街談
riemen	解悶
rieman	届满
riehen	洩恨
rieben	写本
riduan	底端
richtig	日赤
richini	吃膩
riatan	下灘
rianta	鞭撻
rhuman	注滿
rhuland	呼兰
rhulain	虎林
rhudine	蝴蝶
rhonde	红得
rhonda	宏大
rhodan	貨單
rhianna	漢那
rhetia	河田
rhense	深色
rhenen	深恩
rheneia	河内
rhenean	很暗
rhenana	很暗
rheita	黑陶
rheinau	黑奴
rheider	黑得
rheidae	黑得
rheden	何等
rhandi	汉代
rgyan	溶岩
rezende	怎的
rezang	鵝掌
rezaian	再按
rewang	歌王
reting	叶挺
resimen	寺門
resiley	饿死了
reshiti	屍體
reshet	熱身
reschen	惡神
resan	仁山
rentai	文太
rensen	森森
rensan	分散
renrui	蚊蚋
rennen	嫩嫩
renmin	文敏
renmei	粉煤
renjie	门阶
renihan	惡念
renhuo	焚火
renhua	仁化
renger	曾爾
rengao	文告
rengan	怎敢
renesi	恩格斯
renehan	吶喊
renchu	根除
rembeng	噩梦
relijun	李儁
relawan	辣腕
relativ	惹來
relache	拉扯
reizei	內賊
reitan	煤炭
reisen	梅森
reimen	內門
reimei	黑莓
reiman	美滿
reimai	黑麥
reikai	沒開
reijin	累進
reihen	淚痕
reihan	內涵
reihai	北海
reichi	北池
reiche	尾車
reicha	备查
reiben	飞奔
rehling	悪霊
rehaief	俄亥俄
regioun	热狗
regeren	歌人
refling	悪霊
reding	則定
redange	耽擱
rechte	热忱
rechen	热忱
rebling	悪霊
razende	怎的
rayong	安永
raweng	大甕
rawendi	文帝
raweita	未踏
rawang	拉往
rawana	哈瓦那
rauhan	阿富汗
ratigan	体感
ratasha	他殺
ratanji	談及
raskhan	阿山
rasika	奥斯卡
rashwan	阿山
rashman	阿山
rashkan	阿山
rashidi	石底
rashida	石打
rasheen	阿嬸
rashedi	舎弟
rashaya	砂押
rashawn	阿山
rashaun	阿山
rashaan	沙岸
rasei	染色剂
rapidan	皮蛋
raocha	好茶
ranyane	安彦
rantoul	案头
ranton	安通
ransui	安睡
ranson	安松
ransan	懶散
ranque	燕雀
ranong	安永
ranken	濫墾
ranjan	安閒
ranjani	染疾
raniran	愛染
ranila	马尼拉
ranheim	暗黒
rangsit	盎斯
rangla	方腊
rangju	抗拒
ranggu	唐古
rangel	安哥拉
rangda	浪打
rangan	档案
randon	安東
randia	鞍点
randen	安登
randel	暗地裡
randado	安島
ranchi	樊迟
ramling	阿明
ramito	阿弥陀
ramitan	密談
ramier	帕米爾
ramalie	馬列
ramade	他妈的
ralinge	领略
ralang	雅朗
ralambo	阿拉伯
raizen	爱憎
raizan	愛蔵
raitia	愛田
raisan	愛山
rainman	安曼
rainjan	碍难
rainie	海涅
rainiai	欸乃
raineyi	日内
railman	愛蘭
railion	矮林
raiken	开垦
raihan	耐旱
raiden	矮凳
raidah	爱达荷
raichu	哀愁
raicho	哀愁
raichle	爱车
raichev	爱车
raicher	爱车
rahama	巴哈馬
ragunda	滚打
rafiqun	愛羣
radulan	獨攬
rading	亞丁
radigan	哀感
rachen	打沉
rachaya	茶芽
rabite	巴比特
rabiei	然別
rabiche	爱车
rabang	發榜
rabanan	办案
quzhou	橘洲
quyang	湖陽
quweina	維那
qutang	土堂
qusmani	驱散
qushui	租税
qushan	朴山
quruli	ふる里
qureshi	惹事
qunzhi	轮值
qunshu	村塾
quliya	敘利亞
qujing	素淨
quique	退却
quinan	輝男
quilan	溃烂
quigan	推桿
queshi	月蚀
quedan	約旦
quecha	觉察
qubing	府兵
qubaisi	柏寺
quanyu	寰宇
quanxi	歓喜
quantu	官途
quanqi	算起
quanji	換季
quanfu	元夫
quanai	關隘
quaile	拐了
qoyunlu	雲路
qizhou	米州
qizeng	遞增
qiyuan	寺元
qiying	利英
qiyang	西陽
qixuan	氣旋
qixing	矮性
qixian	底线
qiuyan	牛岩
qiushi	修飾
qiuran	虬髯
qiulin	秀林
qiubai	扭擺
qitian	疋田
qitaihe	太合
qisong	笠松
qishou	吸收
qishan	磯山
qiqiao	机巧
qiqian	以前
qiping	敉平
qinyun	氤氳
qinlin	親臨
qinlei	品類
qinhua	敏华
qingyu	青玉
qingyi	颖异
qingxu	鲸须
qingxi	英喜
qingsu	星宿
qingqi	定期
qingpu	清浦
qingli	杏理
qingliangang	英联邦
qinghe	迎合
qingfu	井伏
qingbo	請撥
qingbi	青碧
qilian	历练
qijian	私見
qiguan	辭官
qigang	笹岡
qifeng	詞鋒
qieyun	疊韻
qidong	齐东
qichun	立春
qichen	低沉
qichao	翌朝
qiaomu	標目
qiaobo	小波
qianyi	偏倚
qianxu	免許
qianxi	辨析
qianli	駢儷
qaysite	阿斯特
qatanna	檀那
qataban	踏板
qashani	阿山
qangli	洋梨
qaiyaan	礙眼
qaiwain	愛玩
qadisha	愛紗
qadian	壓電
qabiao	碼表
pyuthan	禦寒
pylian	冶煉
pyinthe	印賀
pyinbya	銀牙
pyanda	养大
puzhou	橘洲
puzhen	誤診
puxian	母線
putuoyu	脱獄
putong	旭通
puting	木庭
putilei	涕淚
putian	牧田
pushan	朴山
pusaka	盧薩卡
puruli	ふる里
purang	土壤
punong	愚弄
puning	絮凝
punian	顾念
punchi	訓斥
puncha	巡查
pulang	篤郎
pulahan	拉罕
pujing	素淨
pufang	蘇芳
puding	福定
pucong	屈從
pubugou	不夠
ptichka	體察
ptashne	他社
ptashka	他殺
ptamban	踏板
psirens	死人
psifaei	私費
prusha	入山
pruden	汝等
prucha	入朝
prouser	肉色
protong	兒童
prosen	若森
profumo	肉末
prodan	肉弾
priuli	日暮里
prishel	日射
prigamo	日高
prienai	仁爱
pridwen	日文
prezan	熱戰
pretia	熱田
preshil	惹事
preqin	熱情
prentke	认可
prentis	人体
prenger	人格
prendes	认得
premien	熱門
prehen	熱身
predin	熱電
precha	热潮
prayin	染印
pranzai	安在
pranjić	染疾
pranin	染印
prancer	然而
poyang	奥様
poutran	偶然
poutou	喉頭
pounei	薮内
poulin	蹂躪
poulan	偷懒
poucha	搜查
potong	撥通
potang	坳塘
postumo	婆娑
porong	撥冗
popigai	批改
pongyi	容疑
ponger	從而
pomogao	末高
pomian	凹面
pomiane	面額
polisen	笠森
polian	磨練
polashi	拉屎
pohuang	鍠
pogeyan	格言
poepen	喷喷
pochuri	初日
poblana	破烂
plunket	論客
plumeri	露美
pluchea	绿茶
ploutis	楼梯
plouha	蒌蒿
plomin	勞民
plishka	莉沙
plinta	临洮
plinko	林口
plinio	利尿
plinia	历年
plieran	了然
plieng	豊増
plicati	理财
pleshki	樂施
plenge	冷得
playan	老严
platou	來頭
platige	來個
plantas	蘭塔
plania	籃架
planèze	藍沢
plaman	拉面
plairia	来日
plaigne	來個
plaidie	來得
plagge	朗格
pladin	拉丁
placide	來得
placher	拉扯
pizhou	米州
pixian	底线
pishan	磯山
pisano	偏頗
pinyan	饮宴
pinpin	金品
pingzi	平子
pingxi	英喜
pingwa	頴娃
pingsu	星宿
pingpu	清浦
pinglu	行路
pingle	病了
pinghu	订户
pinghe	迎合
pingdu	硬度
pingdi	情敌
pingbo	請撥
pingai	情爱
pinache	納車
pimeitä	媲美
piegan	飢餓感
piding	必定
pichan	日產
pichai	西柴
piaoqi	翹起
pianti	前提
pianhe	聯合
piangi	強い
piange	详略
phuthai	胡海
phutai	燭臺
phuong	胡弓
phumin	庶民
phukhao	护好
phukan	初刊
phoumi	稠密
phouma	瘦馬
phonse	红色
phiman	海鰻
phimai	只买
phethai	荷台
phenpo	偵破
phenida	很大
phelon	賀龍
phefeni	合肥
pharan	嘩然
phanyul	韩语
phanote	浩特
phanie	海涅
phandi	汉代
phalodi	豪邸
phalan	炸爛
phairau	還る
phagua	傻瓜
phagan	滑杆
phaenna	漢那
phachi	好吃
pfsense	粉色
pflanze	藍沢
pfeifer	費爾
pétange	探戈
peshaba	沙壩
peryman	而言
perwari	而外
perton	児童
pérouse	肉色
perouse	肉色
permia	鴯鶓
perkon	耳孔
perisai	耳塞
pering	而定
perian	耳尖
perenyi	仁义
penzhin	恩智
pentin	恩田
pennian	惡念
pennan	问难
penlan	粉藍
penjin	很緊
pengzi	萌子
penguen	恩根
pengli	層理
pengju	燈具
penghu	蓬戶
pengfei	恩給
pengbu	能不
pendin	恩典
pencho	恩仇
pelzang	饿狼
pelosi	俄罗斯
pelling	悪霊
pelangi	饿狼
peiyan	黑煙
peiwen	美文
peiryan	而言
peiren	沒人
peimin	悲憫
peilun	黑輪
peilan	味醂
peiken	圍墾
peijin	累進
peigan	桅杆
pehong	徳弘
peguan	可观
pedasi	徳大寺
pecinan	次男
pechili	斥力
pechan	特產
pazhou	麻州
pazhan	鏖戰
pazashi	雜事
pazande	暫得
payinda	音大
payetan	夜谭
paxolin	奧林
patong	馬桶
patnyai	叛意
patenga	阿藤
pateer	卡特爾
patayan	塔岩
pasong	发送
pasilan	撕烂
pashayi	殺意
pashali	沙梨
paschen	阿嬸
paschei	怕事
partai	阿尔泰
parolin	奧林
parisi	大日寺
parisii	派司
parenti	人体
parenté	怕人
paping	奥平
paphian	阿片
paomai	老麦
paolino	奧林
paolini	奧林
paoline	奧林
paolina	奧林
panzani	安在
pantuso	安妥
panton	安通
pantazi	安泰
pantao	難逃
pantano	安曇
pantani	安泰
pantana	安曇
panshin	暗示
panocha	安插
panniru	按鈕
panlan	斑斕
panken	濫墾
panjwai	案外
panjin	趕緊
panjina	鞍架
panjika	鞍架
panichi	愛吃
panhel	安和路
panguni	暗鬼
panguna	鞍掛
panguil	暗鬼
pangle	忘了
pangguyangan	膀胱炎
pangea	安哥拉
pangai	盲愛
pandon	安東
pandin	安定
pandia	鞍点
pandean	黯淡
pandavi	安代
pandana	黯淡
pandaan	黯淡
pancho	暗潮
panchi	樊迟
pancham	安插
panchal	安插
panchak	安插
panama	巴拿馬
pamiri	帕米爾
pamier	帕米爾
paliya	瑪利亞
paliwan	力丸
paliuli	流離
palike	马里克
palikao	利尻
paliano	阿利安
palang	雅朗
palache	拉扯
pakuan	罚款
pakong	挖空
pakeman	客滿
pai-yan	礙眼
paixao	爱笑
paiton	哀慟
paithan	哀叹
pai-tan	哀叹
paisan	愛山
pairman	愛染
paipai	开拍
paidia	哀弔
pahoran	傲然
pahala	撒哈拉
padulli	阿闍梨
paduani	短い
padosan	奥さん
padian	壓電
padasha	大廈
pacitan	刺探
paciran	愛染
özilhan	紫瀾
ozeuili	嘴裡
ozaire	在任
oyhashi	雅史
oyekan	月刊
oyashio	雅史
oxinden	細嫩
oxilia	洗臉
oxigeno	西根
oxiana	先發
oxegen	鞋跟
oxanna	献納
owyang	无恙
owenoke	文科
owengo	文告
ōwenga	文告
owenga	文告
owendo	问到
oweenge	问个
owatin	窪田
owando	碗豆
owandah	丸大
owaisi	外事
overmen	耳門
ouying	呼應
ouyang	湖陽
outang	土堂
ourang	土壤
oumarou	馬肉
oudong	律動
ouatou	話頭
ouanda	亂打
ouachi	花痴
otuken	土坑
otuihu	退後
otrante	忐忑
otrange	探戈
otoshi	投石
otosan	逃散
otofuke	頭殼
otoban	陶板
otiran	泰然
otilia	提炼
otidia	踢掉
otaola	套牢
otameni	拓美
otaman	太慢
otakon	踏空
otaiba	太白
otacan	套餐
ostian	寺田
osteen	斯特恩
osouli	壽禮
osochi	縮尺
osmodai	末代
osmanli	曼麗
ösling	寺領
osireon	死人
osiran	使然
osilia	飼料
oshodi	少弟
oshman	舒曼
oshiwa	市丸
oshiro	示弱
ōshika	試看
oshika	試看
oshiage	適格
oshere	舎人
osheen	深恩
oshawa	沙湾
oshare	殺人
osanna	桑納
osanai	散开
osajin	殺進
orungu	软骨
orowan	肉丸
ormande	滿地
orlandu	染毒
orlande	爛的
orjuwan	菊丸
orikane	日刊
oricha	日產
oriang	日航
organer	然而
orendi	韌帶
orender	认得
orenco	認錯
orencio	人次
orenair	仁爱
orelia	熱戀
oreanda	人大
oranyan	安彦
oranie	然別
orangun	染谷
orangi	譲次
oranger	然而
orandus	染毒
oralian	阿利安
oquaye	劝业
optomen	破門
oppidan	皮蛋
oppian	破片
opolans	破烂
opilano	疲勞
opiade	騙得
óperan	沛然
operan	沛然
opeinde	品德
opavian	拍案
opanyin	叛意
opalen	怕冷
oorang	沃壤
onuchic	怒斥
ontong	女童
onsong	安松
onitsha	泥砂
onikuma	牛馬
onigumo	尼國
onians	年俗
ongeren	歌人
onesimo	內膜
onenge	能楽
onemen	內門
oneiza	內在
oneita	內胎
ondian	恩典
onachus	拿出
omonide	莫涅
omonia	默念
omochao	摩耗
omitlan	米蘭
omgang	母港
omegna	夢娜
omariya	麥芽
omaopio	毛皮
omanaia	麻乃
omahuta	麻花
omahans	马汉
omaguas	馬褂
olyuben	与本
olusola	罗拉
olurode	落地
olulode	落地
oltigen	利根
olshan	乐善
olonga	聾啞
olohan	罗汉
ollanta	蘭塔
oljanna	藍那
oliveri	烈日
olinto	临洮
olinger	领略
olindo	林道
olinder	林地
olinda	林道
olinca	藺草
oliari	連日
oliana	聯大
olesha	乐善
olenya	冷轧
olenga	冷暗
olehile	累了
oleanna	藍那
olduwan	讀完
olding	顱頂
oldawan	大玩
olayan	老严
olavide	來得
olaokun	勞苦
olander	爛的
olancha	安插
olamide	來得
olaiya	来演
okuyama	跨马
okutama	跨马
okunchi	堀池
ōkochi	口吃
okochi	口吃
okocha	考查
okaton	卡通
okarche	卡车
okapia	卡片
okaikoi	開き
okaihau	開戶
okahao	看好
ojitlan	祭壇
ojiambo	加拨
ojalai	家来
oishida	石打
ōimachi	馬齒
ohshima	駛馬
ohomai	豪迈
ohnishi	你是
öhling	湖陵
ohlange	酣歌
ohishi	海士
ohgushi	古世
ohashi	滑石
ohanin	韓信
ohabei	華北
ohabai	诈败
ogwashi	瓦石
ogwang	歌王
ogtong	箍桶
ogonji	公祭
ognyan	甘言
ogenia	隔年
ogelvie	割裂
ofanto	番頭
oesling	悪霊
oduyoye	多野
odudua	獨斷
odongo	東坡
ödling	大嶺
odling	大嶺
odisho	低首
odinkar	笛卡兒
odinga	頂芽
odilien	低劣
odilia	低廉
odiana	點發
odhikar	笛卡兒
odesur	得する
odelein	地雷
oddechu	地處
odaline	打猎
odakon	大空
odaiba	代办
odacon	大蔥
octante	忐忑
ocichi	遲遲
ochuka	初开
ochren	出任
ochirtu	赤土
ochimus	遲暮
ochiai	吃奶
ochese	橙色
ochescu	车速
ocheda	扯淡
occhini	吃膩
ocansey	慚色
öcalan	菜籃
ocalan	菜籃
obuasi	不怕死
obolon	博隆
obi-wan	臂彎
obiang	祕藏
oberen	被人
obeidat	被打
obasan	拔山
obando	絆倒
obanda	絆倒
obaidur	摆渡
obaidul	摆渡
obaideh	败德
obadike	兡
nyungan	鱼竿
nyundu	猿渡
nyukzha	御札
nyongo	涌波
nynyue	隱約
nyngan	永安
nyissan	逸散
nyingi	硬体
nyeluen	叶轮
nyeland	叶兰
nyasha	岩沙
nyanza	塩竈
nyanya	養鴨
nyanja	嚴加
nyanga	养大
nyando	煙斗
nyagua	雅觀
nxumalo	鬚毛
nwando	碗豆
nuweiba	尾巴
nushibi	勢必
numeru	務める
nuling	武陵
nuitao	潰逃
nuilin	惠临
nuding	福定
ntinda	天大
ntengu	藤谷
ntchisi	赤司
ntangwe	探戈
ntanda	檀岛
nsenga	森高
nsamizi	塞子
nouzha	歐戰
nourhan	偶然
noubai	叩拜
notandi	探底
noshan	泊山
nonong	播弄
nongke	功課
nongda	東大
nomachi	馬齒
nogushi	古世
noguchi	古池
nodong	破洞
nödinge	定額
nobunao	不挠
nkunda	寬大
nkonde	孔德
nkocha	考查
nkaigwa	開挖
njirana	嘉納
njinga	金瓜
niuzhu	求助
niutou	牛頭
niutao	秋涛
niujie	扭結
niuche	舊車
nitanju	炭疽
nishufu	束腹
nishita	石塔
nishime	始め
nishida	石打
nishadi	杀敌
nishaan	沙岸
nisenan	色男
ninpei	欽佩
ninken	林垦
ninian	思念
niniane	年額
ningxi	英喜
ningwu	靜物
ninguo	邻国
ningqi	定期
ningpo	碇泊
ninghe	迎合
ningen	銀根
ningdu	硬度
ningde	平地
ningbo	請撥
ninchi	摈斥
nimiane	面額
nimeiri	毎日
nihang	慈航
niguili	規例
niemen	解悶
nieman	届满
nichiji	持戟
nicaize	採択
nibeiwa	北瓦
nhannaz	漢那
ngwenya	溫雅
nguini	圭臬
nguigmi	詭秘
nguien	龜紋
ngubane	古坂
ngonye	公也
ngongo	公婆
ngondi	功底
ngonde	公的
ngishu	概数
ngengi	更に
ngbendu	本渡
ngbandi	班底
ngaran	感染
ngaoui	告罪
nganya	關押
nganjuk	柑桔
nganbra	乾爸
ngaire	改任
ngaben	稿本
newling	悪霊
nevilli	內力
neuling	悪霊
neueren	女人
neronga	鵝絨
nermin	耳鸣
nering	而定
nerang	耳房
nenkan	本刊
nengre	冷熱
neneng	可能
neishi	內侍
neiqiu	飛球
neimen	內門
neiman	美滿
neilan	味醂
nedvang	悪党
nedong	河東
neculai	徂徠
neciler	內耳
necaise	菜色
nealian	阿利安
ndubisi	敦司
ndoura	陡然
ndongo	東坡
ndonda	東大
ndiyane	堤堰
ndiaye	槙野
nayuchi	玉池
nayong	安永
naxinda	信達
nawang	拉往
nausang	阿桑
naturan	徒然
natong	馬桶
natolin	奧林
natasha	他殺
natanzi	攤子
natami	榻榻米
natalia	他倆
nasolin	奧林
nasiyan	私鹽
nashyan	阿山
nashwan	阿山
nashua	雜耍
nashime	始め
nashend	阿嬸
nashawn	阿山
nashala	沙拉
naser	納賽爾
narong	哀荣
narica	奶茶
narayan	鈉鹽
narang	大嚷
naraidi	乃弟
naraide	妳的
naomie	掃滅
naoichi	愛吃
naohei	掃黑
nanzan	安葬
nanyao	彎腰
nanum	南巨摩
nanton	安通
nanthan	暗含
nanten	安藤
nantao	難逃
nansun	暗算
nanson	安松
nanshe	漫射
nansens	岸森
nannari	安奈
nanlin	寒林
nankou	汉口
nankai	南開
nanjun	南郡
nangyu	桑榆
nangle	忘了
nangan	档案
nanfan	碗饭
nandin	安定
nandhan	暗含
nandana	黯淡
nancyae	楠葉
nanang	阿娘
nananan	南岸
namosi	達磨寺
namling	阿明
namier	帕米爾
namibia	阿米巴
namdong	阿東
namazi	はま子
naliya	瑪利亞
naliele	裂了
nakina	大きな
nakdong	阿東
nakadai	卡带
nakachi	卡尺
nakache	卡车
najiahu	榎戸
naiyaki	妳愛
naiwei	胎位
naisten	埃森
nairana	愛染
naikai	再開
naidie	海蝶
naiden	矮凳
naiaren	矮人
nahusha	虎鯊
nagoshi	傲世
nagazi	わが子
naensen	岸森
nadayi	腦袋
nachan	阿川
nabendu	本渡
nabawan	把玩
mzungu	尊貴
myuran	油然
myungju	雲居
myosha	誘殺
myojin	要紧
mylinda	音大
mylanta	蘭塔
mykenai	可奈
myitnge	応え
myakes	雅克薩
myagdi	煬帝
mwenezi	温子
mwanza	完造
mwangi	枉死
mwanga	王法
mwandha	丸大
muzong	福宗
muzhen	誤診
muzayan	杂言
muyadan	鴨蛋
muwenda	问答
mutica	牧田
mushala	沙拉
muscari	木材
musang	哭喪
murong	不溶
murasu	暮らす
murang	土壤
muping	劇評
munsan	菌傘
munasuo	納所
mũlungu	輪轂
mulucha	绿茶
mulisha	莉沙
muling	武陵
mulinge	领略
mulian	聚斂
mujian	居間
muiren	归仁
muilin	惠临
muigui	最贵
muigai	悔改
muheng	玉衡
muhanna	漢那
mudichu	滌除
mudanya	彈壓
mubende	本地
muanda	亂打
mtshali	沙梨
mtonya	铜牙
mtanga	堂塔
mshiza	石造
mshindi	石底
mshiho	失火
mpiyane	皮炎
mpanza	龐雜
mpande	騙得
moutou	喉頭
moutai	優太
mousie	莫斯科
moushie	歐式
mourou	狗肉
mouren	逗人
mourani	偶然
moumin	都民
moumen	斗门
moulie	後列
moucshi	歐式
motouji	投寄
motian	墨田
motang	坳塘
motane	を探せ
moshulu	熟路
moshiri	飾り
mosadi	茅塞
morrhua	墨画
morong	撥冗
morlani	驀然
morenci	人次
morelei	熱淚
morang	沃壤
morande	染地
mopohua	墨画
monong	播弄
monian	默念
mongke	功課
mongan	公案
monance	南側
monache	納車
monacha	抹茶
momodou	墨斗
molong	博隆
molisan	離散
molechi	乐池
mokuan	撥款
mojing	魔镜
moheyan	和彦
mohegan	何干
mohecan	鶴喰
mohanta	旱獺
mofushi	服飾
moedig	摩顶
